Large Category,Sub Category,Source,Category,Vendor,Contact #,Address 1,Address 2,City,State,Zip,Country,Phone,Email,URL,Current Option Period End Date,Ultimate Contract End Date,SAM UEI,"Socio-Economic Indicators 
 (only relative codes will appear for a contract)",,,,,,,,,,,,Contractor T&Cs/Pricelist,View Catalog
Information Technology , IT Solutions,MAS,518210C ,"6E TECHNOLOGIES, LLC",47QTCA22D006C,6795 EAST TENNESSEE AVE STE 1-35,,DENVER,CO,80224-1614,,(303) 417-6332,komal.goyal@6etech.com,http://www.6etech.com,"Mar 28, 2027","Mar 28, 2042",SKEXZ2A5JH26,s,,w,wo,ew,,,d,,h,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA22D006C/47QTCA22D006C_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA22D006C&sin=518210C&src=elib&app=cat
Information Technology , IT Solutions,MAS,518210C ,"A & T SYSTEMS, INC.",GS-35F-247DA,12200 TECH RD STE 200,,SILVER SPRING,MD,20904-1971,,240-705-7830,adam@ats.com,http://www.ats.com,"Mar 30, 2026","Mar 30, 2036",XNQZKQDJ7U76,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F247DA/GS35F247DA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-247DA&sin=518210C&src=elib&app=cat
Information Technology , IT Solutions,MAS,518210C ,A C P TECHNOLOGIES,GS-35F-223AA,1090 A UNION RD STE 200,,WEST SENECA,NY,14224,,716-674-8880,benjr@acp.us.com,http://acp.us.com,"Feb 26, 2028","Feb 26, 2033",XXGYD7K25459,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F223AA/GS35F223AA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-223AA&sin=518210C&src=elib&app=cat
Information Technology , IT Solutions,MAS,518210C ,A SQUARE GROUP LLC,GS-35F-0636Y,6237 EXECUTIVE BLVD,,ROCKVILLE,MD,20852-3906,,3017701400,contracts@asqrgroup.com,http://www.a2-g.com,"Sep 18, 2027","Sep 18, 2032",K22WGLWY6ZK6,s,,w,wo,ew,,,d,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0636Y/GS35F0636Y_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0636Y&sin=518210C&src=elib&app=cat
Information Technology , IT Solutions,MAS,518210C ,AB CLOSING CORP,47QTCA22D009U,12612 CHALLENGER PKWY,STE 400,ORLANDO,FL,32826-2759,,8132172539,abennett@kavaliro.com,http://www.kavaliro.com,"Jun 21, 2027","Jun 21, 2042",X68BL8NEBBL9,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA22D009U/47QTCA22D009U_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA22D009U&sin=518210C&src=elib&app=cat
Information Technology , IT Solutions,MAS,518210C ,ABEYON LLC,47QTCA20D00A7,95 MERRICK WAY STE 313,,CORAL GABLES,FL,33134-5323,,703-869-4237,Mallesh.murugesan@abeyon.com,http://abeyon.com,"May 17, 2025","May 17, 2040",LGB7JL3RN5H3,s,,,,,,,d,,,Y,,https://www.gsaadvantage.gov/ref_text/47QTCA20D00A7/47QTCA20D00A7_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA20D00A7&sin=518210C&src=elib&app=cat
Information Technology , IT Solutions,MAS,518210C ,ABSG CONSULTING INC.,GS-00F-026CA,1701 CITY PLAZA DR,,SPRING,TX,77389-1878,,703-351-3715,aattard@absconsulting.com,http://abs-group.com,"Jan 26, 2025","Jan 26, 2035",D2LKCEGHS4V7,,o,,,,,,,,,,Y,https://www.gsaadvantage.gov/ref_text/GS00F026CA/GS00F026CA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-00F-026CA&sin=518210C&src=elib&app=cat
Information Technology , IT Solutions,MAS,518210C ,"ACCELERA SOLUTIONS, INC.",47QTCA19D00L2,4013 WILLIAMSBURG CT,STE 300,FAIRFAX,VA,22032-1139,,703-389-2254,jmcnicholas@gsa4business.com,http://www.accelerasolutions.com,"Sep 11, 2024","Sep 11, 2039",EK5HS5TQGC65,s,,,,,,,d,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA19D00L2/47QTCA19D00L2_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA19D00L2&sin=518210C&src=elib&app=cat
Information Technology , IT Solutions,MAS,518210C ,"ACCELERA SOLUTIONS, INC.",GS-35F-0391P,4013 WILLIAMSBURG CT,STE 300,FAIRFAX,VA,22032-1139,,703-389-2254,jmcnicholas@gsa4business.com,http://www.accelerasolutions.com,"Mar 26, 2024","Mar 26, 2024",EK5HS5TQGC65,s,,,,,,,d,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0391P/GS35F0391P_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0391P&sin=518210C&src=elib&app=cat
Information Technology , IT Solutions,MAS,518210C ,ACCENTURE FEDERAL SERVICES LLC,GS-35F-0371N,800 NORTH GLEBE RD #300,,ARLINGTON,VA,22203-1807,,703-457-2258,GSASchedules@accenturefederal.com,http://accenturefederal.com,"Mar 5, 2023","Mar 5, 2023",C47BNA8GM833,,o,,,,,,,,,Y,,https://www.gsaadvantage.gov/ref_text/GS35F0371N/GS35F0371N_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0371N&sin=518210C&src=elib&app=cat
Information Technology , IT Solutions,MAS,518210C ,ACCENTURE FEDERAL SERVICES LLC,GS-35F-540GA,800 NORTH GLEBE RD #300,,ARLINGTON,VA,22203-1807,,703-457-2258,GSASchedules@accenturefederal.com,http://accenturefederal.com,"Jul 11, 2027","Jul 11, 2037",C47BNA8GM833,,o,,,,,,,,,Y,,https://www.gsaadvantage.gov/ref_text/GS35F540GA/GS35F540GA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-540GA&sin=518210C&src=elib&app=cat
Information Technology , IT Solutions,MAS,518210C ,"ACE INFO SOLUTIONS, LLC",47QTCA19D00GU,11490 COMMERCE PARK DR STE 340,,RESTON,VA,20191-1576,,703-391-2800,drobinson@aceinfosolutions.com,http://www.aceinfosolutions.com,"Aug 6, 2024","Aug 6, 2039",WKMCZLH1KJM4,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA19D00GU/47QTCA19D00GU_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA19D00GU&sin=518210C&src=elib&app=cat
Information Technology , IT Solutions,MAS,518210C ,ACRO SYSTEMS INC.,47QTCA21D003H,438 N FREDERICK AVE,STE 303,GAITHERSBURG,MD,20877-2555,,240-784-6800,suchitra@acrosystemsinc.com,http://www.acrosystemsinc.com,"Dec 27, 2025","Dec 27, 2040",YBFZQYRCZB47,s,,w,wo,ew,,,d,8a,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA21D003H/47QTCA21D003H_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA21D003H&sin=518210C&src=elib&app=cat
Information Technology , IT Solutions,MAS,518210C ,ACS CONSULTANCY SERVICES INC,47QTCA22D001Y,8 RIDGEFIELD WAY,,WATERVLIET,NY,12189-1668,,518-221-5409,asha@acsconsultancyny.com,http://www.acsconsultancyny.com,"Nov 15, 2026","Nov 15, 2041",LE85TNPKLDT4,s,,w,wo,ew,,,d,8a,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA22D001Y/47QTCA22D001Y_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA22D001Y&sin=518210C&src=elib&app=cat
Information Technology , IT Solutions,MAS,518210C ,"ACTIONET, INC.",GS-35F-327DA,2600 PARK TOWER DR STE 1000,,VIENNA,VA,22180-7370,,703-204-0090,contracts@actionet.com,http://www.actionet.com,"May 31, 2026","May 31, 2036",PFFKV8K5B1E8,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F327DA/GS35F327DA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-327DA&sin=518210C&src=elib&app=cat
Information Technology , IT Solutions,MAS,518210C ,"ACTURE SOLUTIONS, INC.",47QTCA22D005T,1462 ERIE BLVD STE 207A,,SCHENECTADY,NY,12305-1039,,518-377-4057,stacyg@acturesolutions.com,http://www.acturesolutions.com,"Mar 15, 2027","Mar 15, 2042",R2N8CMW2KAL7,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA22D005T/47QTCA22D005T_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA22D005T&sin=518210C&src=elib&app=cat
Information Technology , IT Solutions,MAS,518210C ,"ACUITY - PT&C, LLC",47QRAA19D003A,2859 PACES FERRY RD SE STE 1600,,ATLANTA,GA,30339-6218,,7702000192,brett.cook@acuityinternational.com,http://www.acuityinternational.com,"Jan 17, 2024","Jan 17, 2039",EP9JS6U2E5P5,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QRAA19D003A/47QRAA19D003A_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QRAA19D003A&sin=518210C&src=elib&app=cat
Information Technology , IT Solutions,MAS,518210C ,"ACUITY, INC.",GS-35F-0560W,11710 PLAZA AMERICA DR STE 700,,RESTON,VA,20190-4773,,(703) 585-0437,dean.brunk@myacuity.com,http://www.myacuity.com,"Aug 14, 2025","Aug 14, 2030",WYZXSVNJ3S87,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0560W/GS35F0560W_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0560W&sin=518210C&src=elib&app=cat
Information Technology , IT Solutions,MAS,518210C ,"ACUMEN SOLUTIONS, INC.",47QTCA19D00BB,8280 GREENSBORO DR STE 400,,MCLEAN,VA,22102-3807,,202-893-5054,gsaschedule@acumensolutions.com,http://www.acumensolutions.com,"May 5, 2024","May 5, 2039",GJJEEX4G7567,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA19D00BB/47QTCA19D00BB_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA19D00BB&sin=518210C&src=elib&app=cat
Information Technology , IT Solutions,MAS,518210C ,ADDX CORPORATION,GS-35F-0431X,4825 MARK CENTER DR STE 300,,ALEXANDRIA,VA,22311-1846,,703-933-7637,ltheunissen@addxcorp.com,http://www.addxcorp.com,"Jun 9, 2026","Jun 9, 2031",T4QLGX92KC66,s,,,,,,dv,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0431X/GS35F0431X_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0431X&sin=518210C&src=elib&app=cat
Information Technology , IT Solutions,MAS,518210C ,"ADELA TECHNOLOGIES, INC.",47QTCA22D00A9,41660 COURTHOUSE DR STE 301B,,LEONARDTOWN,MD,20650-3887,,240-449-3988,diana.aguiluz@adelatech.com,http://www.adelatech.com,"Jun 30, 2027","Jun 30, 2042",NNFDAD833MF1,s,,w,wo,ew,,,d,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA22D00A9/47QTCA22D00A9_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA22D00A9&sin=518210C&src=elib&app=cat
Information Technology , IT Solutions,MAS,518210C ,"ADERAS, INC.",47QTCA22D0074,11911 FREEDOM DR STE 650,,RESTON,VA,20190-5649,,602-432-6979,brad.rendell@aderas.com,http://www.aderas.com,"Apr 19, 2027","Apr 19, 2042",NLFCX7C4JJG4,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA22D0074/47QTCA22D0074_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA22D0074&sin=518210C&src=elib&app=cat
Information Technology , IT Solutions,MAS,518210C ,"ADERAS, INC.",GS-35F-0703V,11911 FREEDOM DR STE 650,,RESTON,VA,20190-5649,,602-432-6979,brad.rendell@aderas.com,http://www.aderas.com,"Sep 13, 2024","Sep 13, 2029",NLFCX7C4JJG4,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0703V/GS35F0703V_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0703V&sin=518210C&src=elib&app=cat
Information Technology , IT Solutions,MAS,518210C ,"ADJUVANT CONSULTING, INC.",47QTCA22D004A,17 KINGS HEATH,,SAN ANTONIO,TX,78257-1729,,210-829-8560,nick.meyer@aci-sdvob.com,http://www.aci-sdvob.com,"Feb 3, 2027","Feb 3, 2042",KEVLCLRFT7F6,s,,,,,,dv,d,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA22D004A/47QTCA22D004A_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA22D004A&sin=518210C&src=elib&app=cat
Information Technology , IT Solutions,MAS,518210C ,ADVANCE DIGITAL SYSTEMS INC.,47QTCA19D00HD,4290 CHAIN BRIDGE RD STE 200,,FAIRFAX,VA,22030-8158,,703-585-5020,akapur@advancedigitalsys.com,http://www.advancedigitalsys.com,"Aug 12, 2024","Aug 12, 2039",E9M2WBH3K8J6,s,,,,,,,d,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA19D00HD/47QTCA19D00HD_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA19D00HD&sin=518210C&src=elib&app=cat
Information Technology , IT Solutions,MAS,518210C ,ADVANCED DECISION VECTORS LLC,GS-10F-171AA,5270 SHAWNEE RD SUITE 104,,ALEXANDRIA,VA,22312-2380,,571-205-2056,david.harris@advancedvllc.com,http://advancedvllc.com/,"May 13, 2023","May 13, 2033",CNCTMKPZ3796,s,,,,,,,d,8a,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS10F171AA/GS10F171AA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-10F-171AA&sin=518210C&src=elib&app=cat
Information Technology , IT Solutions,MAS,518210C ,"ADVANTAGED SOLUTIONS, INC.",47QTCA22D004D,1455 PENNSYLVANIA AVE NW STE 800,,WASHINGTON,DC,20004-3024,,202 204 3083,efernandez@advantagedsolutions.com,http://WWW.ADVANTAGEDSOLUTIONS.COM,"Feb 7, 2027","Feb 7, 2042",WD8KKTRJWAZ3,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA22D004D/47QTCA22D004D_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA22D004D&sin=518210C&src=elib&app=cat
Information Technology , IT Solutions,MAS,518210C ,"ADVANTAGED SOLUTIONS, INC.",GS-35F-0926R,1455 PENNSYLVANIA AVE NW STE 800,,WASHINGTON,DC,20004-3024,,202 204 3083,efernandez@advantagedsolutions.com,http://WWW.ADVANTAGEDSOLUTIONS.COM,"Dec 5, 2025","Dec 5, 2025",WD8KKTRJWAZ3,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0926R/GS35F0926R_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0926R&sin=518210C&src=elib&app=cat
Information Technology , IT Solutions,MAS,518210C ,"AECOM TECHNICAL SERVICES, INC.",47QSWA19D006S,300 S GRAND AVE STE 1100,,LOS ANGELES,CA,90071-3173,,512-419-5738,GSA-MAS-PMO@aecom.com,http://aecom.com/contract-vehicles/gsa-schedules,"May 7, 2024","May 7, 2039",EPUXNLX5EYC4,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QSWA19D006S/47QSWA19D006S_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QSWA19D006S&sin=518210C&src=elib&app=cat
Information Technology , IT Solutions,MAS,518210C ,"AEEC, LLC",GS-35F-0331X,11710 PLAZA AMERICA DR,STE 125,RESTON,VA,20190-4737,,7037664300 EXT 111,raj@americanconsultants.com,http://americanconsultants.com,"Apr 7, 2026","Apr 7, 2031",CFGDBDPFFDZ2,s,,w,wo,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0331X/GS35F0331X_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0331X&sin=518210C&src=elib&app=cat
Information Technology , IT Solutions,MAS,518210C ,"AFFIGENT, LLC",GS-35F-0509S,2553 DULLES VIEW DR,STE 700,HERNDON,VA,20171-5226,,703-766-6260,sanjeev.hirani@akima.com,http://www.affigent.com,"Jun 29, 2026","Jun 29, 2026",M46UYYHVH4B1,s,,,,,,,d,8a,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0509S/GS35F0509S_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0509S&sin=518210C&src=elib&app=cat
Information Technology , IT Solutions,MAS,518210C ,AGILQUEST CORPORATION,GS-35F-470BA,9407 HULL STREET RD STE A,,RICHMOND,VA,23236-1660,,888-745-7455,sales@agilquest.com,http:///www.agilquest.com,"Aug 6, 2024","Aug 6, 2034",HGHMAUQX1ZW8,s,,,,,v,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F470BA/GS35F470BA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-470BA&sin=518210C&src=elib&app=cat
Information Technology , IT Solutions,MAS,518210C ,"AGR, LLC",47QTCA22D00D4,1212 CORPORATE DR STE 280,,IRVING,TX,75038-2502,,2149958022,nblundell@agr-us.com,http://www.agr-us.com,"Sep 14, 2027","Sep 14, 2042",SBMHYU8M2B89,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA22D00D4/47QTCA22D00D4_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA22D00D4&sin=518210C&src=elib&app=cat
Information Technology , IT Solutions,MAS,518210C ,"AKIRA TECHNOLOGIES, INC",GS-35F-515BA,1730 PENNSYLVANIA AVE NW,STE 575,WASHINGTON,DC,20006-4759,,202-517-7187,contracts@akira-tech.com,http://www.akira-tech.com,"Sep 15, 2024","Sep 15, 2034",E7RRWZMHYG13,s,,,,,,,d,8a,h,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F515BA/GS35F515BA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-515BA&sin=518210C&src=elib&app=cat
Information Technology , IT Solutions,MAS,518210C ,"ALASKA NORTHSTAR RESOURCES, LLC",47QTCA22D0040,315 LINCOLN ST,STE 300,SITKA,AK,99835-7579,,334-409-6305,solicitations@aknorthstar.com,http://www.aknorthstar.com,"Jan 31, 2027","Jan 31, 2042",DUMUHNHQJZG5,s,,,,,,,d,8a,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA22D0040/47QTCA22D0040_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA22D0040&sin=518210C&src=elib&app=cat
Information Technology , IT Solutions,MAS,518210C ,"ALCOR TECHNICAL SOLUTIONS, LLC",GS-35F-595GA,5520 RESEARCH PARK DR STE 100,,BALTIMORE,MD,21228-4851,,301-524-5997,nick@alcortechsolutions.com,http://www.alcortechsolutions.com,"Aug 3, 2027","Aug 3, 2037",D2B1MHY3T7J5,s,,,,,,,d,8a,,Y,,https://www.gsaadvantage.gov/ref_text/GS35F595GA/GS35F595GA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-595GA&sin=518210C&src=elib&app=cat
Information Technology , IT Solutions,MAS,518210C ,ALEJO CONSULTING INC.,47QTCA21D00F4,11354 RIDGELINE RD,,FAIRFAX,VA,22030-8637,,703-570-5127,kkpante@kraisolutions.com,http://www.kraisolutions.com,"Sep 15, 2026","Sep 15, 2041",MBFGLLJYEQB5,s,,,,,,,d,8a,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA21D00F4/47QTCA21D00F4_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA21D00F4&sin=518210C&src=elib&app=cat
Information Technology , IT Solutions,MAS,518210C ,ALLIANCE GLOBAL TECH INC.,47QTCA21D003M,5457 TWIN KNOLLS RD,STE 300-N23,COLUMBIA,MD,21045-3259,,301-792-3371,imran@agtbi.com,http://www.agtbi.com,"Dec 28, 2025","Dec 28, 2040",MP2FLV1MAW93,s,,,,,,,,8a,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA21D003M/47QTCA21D003M_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA21D003M&sin=518210C&src=elib&app=cat
Information Technology , IT Solutions,MAS,518210C ,ALLINFOTECH LLC,47QTCA19D00KG,3849 HIGHLAND OAKS DR,,FAIRFAX,VA,22033-2029,,(703)672-5800,pat@gsaproposal.com,www.allinfo.tech,"Sep 4, 2024","Sep 4, 2039",E4EAKCZWDDN1,s,,,,,,,d,,h,Y,,https://www.gsaadvantage.gov/ref_text/47QTCA19D00KG/47QTCA19D00KG_online.htm,
Information Technology , IT Solutions,MAS,518210C ,"ALPHA FACILITIES SOLUTIONS, LLC",47QTCA20D00BF,4085 CIBOLO CANYONS STE 200,,SAN ANTONIO,TX,78261,,9198168237,contracts@dudesolutions.com,http://https://www.paladindata.com/,"Jun 16, 2025","Jun 16, 2040",UAJ8SPTX9DL7,s,,,,,,dv,d,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA20D00BF/47QTCA20D00BF_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA20D00BF&sin=518210C&src=elib&app=cat
Information Technology , IT Solutions,MAS,518210C ,ALPHA OMEGA INTEGRATION LLC,GS-35F-360GA,8150 LEESBURG PIKE STE 1010,,VIENNA,VA,22182-2714,,240-601-7401,mahe.rangareddy@alphaomegaintegration.com,http://www.Alphaomegaintegration.com,"Apr 9, 2027","Apr 9, 2037",NF34JCA2PME3,s,,,,,,,d,8a,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F360GA/GS35F360GA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-360GA&sin=518210C&src=elib&app=cat
Information Technology , IT Solutions,MAS,518210C ,ALPHA TECHNOLOGIES INC.,47QTCA18D009C,4003 OUT LOOK DR,,HURRICANE,WV,25526-9468,,304-721-8963,sanderson@alpha-tech.us,http://www.alpha-tech.us,"Mar 22, 2023","Mar 22, 2038",HLRTE8M225B8,s,,,,,,dv,d,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA18D009C/47QTCA18D009C_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA18D009C&sin=518210C&src=elib&app=cat
