Large Category,Sub Category,Source,Category,Vendor,Contact #,Address 1,Address 2,City,State,Zip,Country,Phone,Email,URL,Current Option Period End Date,Ultimate Contract End Date,SAM UEI,"Socio-Economic Indicators 
 (only relative codes will appear for a contract)",,,,,,,,,,,,Contractor T&Cs/Pricelist,View Catalog
Information Technology , IT Software,MAS,511210 ,"ABBA TECHNOLOGIES, INC.",47QTCA20D00FH,5301 BEVERLY HILLS AVE NE,,ALBUQUERQUE,NM,87113-2143,,505-889-3337,maridon.leh@abbatech.com,http://www.abbatech.com/,"Sep 22, 2025","Sep 22, 2040",J84GXV5ZKJK9,s,,,,,,,d,,,,Y,https://www.gsaadvantage.gov/ref_text/47QTCA20D00FH/47QTCA20D00FH_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA20D00FH&sin=511210&src=elib&app=cat
Information Technology , IT Software,MAS,511210 ,ABEYON LLC,47QTCA20D00A7,95 MERRICK WAY STE 313,,CORAL GABLES,FL,33134-5323,,703-869-4237,Mallesh.murugesan@abeyon.com,http://abeyon.com,"May 17, 2025","May 17, 2040",LGB7JL3RN5H3,s,,,,,,,d,,,Y,,https://www.gsaadvantage.gov/ref_text/47QTCA20D00A7/47QTCA20D00A7_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA20D00A7&sin=511210&src=elib&app=cat
Information Technology , IT Software,MAS,511210 ,"ACCELERATED TECHNOLOGY LABORATORIES, INC.",GS-35F-114BA,496 HOLLY GROVE SCHOOL RD,,WEST END,NC,27376-8412,,9106738165,tmclean@atlab.com,http://atlab.com,"Dec 12, 2023","Dec 12, 2033",HP18SZNB14R3,s,,w,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F114BA/GS35F114BA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-114BA&sin=511210&src=elib&app=cat
Information Technology , IT Software,MAS,511210 ,"ACCESS SOLUTIONS, INC.",47QTCA21D002W,14940 NW 61ST ST,,PARKVILLE,MO,64152-3829,,816-781-8334,GSA@tssadmin.com,http://www.tssadmin.com,"Dec 9, 2025","Dec 9, 2040",P82WVE6TD1V7,s,,,,,,,,,,,Y,https://www.gsaadvantage.gov/ref_text/47QTCA21D002W/47QTCA21D002W_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA21D002W&sin=511210&src=elib&app=cat
Information Technology , IT Software,MAS,511210 ,ACCESSAGILITY LLC,GS-35F-0424Y,8609 WESTWOOD CENTER DR,STE 750,VIENNA,VA,22182-7576,,703-870-3949 EX 140,ZAIB@ACCESSAGILITY.COM,http://WWW.ACCESSAGILITY.COM,"May 23, 2027","May 23, 2032",HMXCQJ8ADNL7,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0424Y/GS35F0424Y_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0424Y&sin=511210&src=elib&app=cat
Information Technology , IT Software,MAS,511210 ,"ACCLAIM SYSTEMS, INC.",GS-35F-0439U,110 E PENNSYLVANIA BLVD,,FEASTERVILLE TREVOS,PA,19053-7843,,2153541421,kailashk@acclaimsystems.com,http://www.acclaimsystems.com,"Jun 24, 2023","Jun 24, 2028",WXADW47YNFB8,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0439U/GS35F0439U_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0439U&sin=511210&src=elib&app=cat
Information Technology , IT Software,MAS,511210 ,"ACF TECHNOLOGIES, INC.",47QTCA18D002Y,64 PEACHTREE RD STE 201,,ASHEVILLE,NC,28803-3154,,828-398-0040 X151,andrea.karrick@goacf.com,http://www.acftechnologies.com,"Nov 28, 2027","Nov 28, 2037",FLCDDJ375QL1,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA18D002Y/47QTCA18D002Y_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA18D002Y&sin=511210&src=elib&app=cat
Information Technology , IT Software,MAS,511210 ,"ACG SYSTEMS, INC.",47QTCA20D006L,133 DEFENSE HWY STE 207,,ANNAPOLIS,MD,21401-7098,,410-224-0224,tim.carney@acgsys.com,http://WWW.ACGSYS.COM,"Feb 24, 2025","Feb 24, 2040",FKFZBQRZF1G3,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA20D006L/47QTCA20D006L_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA20D006L&sin=511210&src=elib&app=cat
Information Technology , IT Software,MAS,511210 ,"ACI PAYMENTS, INC.",47QTCA23D002S,177 TECHNOLOGY PKWY,,AUBURN,AL,36830-0502,,703-624-8907,dean.fees@aciworldwide.com,http://www.aciworldwide.com,"Dec 15, 2027","Dec 15, 2042",EJFZSCCEKT36,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA23D002S/47QTCA23D002S_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA23D002S&sin=511210&src=elib&app=cat
Information Technology , IT Software,MAS,511210 ,"ACISS SYSTEMS, INC.",GS-35F-066AA,640 BROOKER CREEK BLVD STE 400,,OLDSMAR,FL,34677-2930,,727-786-5450,noelle.krol@aciss.com,http://WWW.ACISS.COM,"Nov 13, 2027","Nov 13, 2032",HL7QH9WSJLG3,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F066AA/GS35F066AA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-066AA&sin=511210&src=elib&app=cat
Information Technology , IT Software,MAS,511210 ,"ACTIONABLE INTELLIGENCE TECHNOLOGIES, INC.",GS-35F-502AA,105 EXECUTIVE DR,STE 200,STERLING,VA,20166-9558,,202-558-6569,SDeehan@aitcfis.com,http://www.aitcfis.com,"Aug 15, 2023","Aug 15, 2033",HE2XUDJRGV21,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F502AA/GS35F502AA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-502AA&sin=511210&src=elib&app=cat
Information Technology , IT Software,MAS,511210 ,ACTIVU CORPORATION,GS-35F-0632N,301 ROUND HILL DR,,ROCKAWAY,NJ,07866-1224,,973-343-4930,chris.budd@activu.com,http://www.activu.com,"May 21, 2023","May 21, 2023",N1QGHKMLSYF8,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0632N/GS35F0632N_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0632N&sin=511210&src=elib&app=cat
Information Technology , IT Software,MAS,511210 ,"ACTURE SOLUTIONS, INC.",47QTCA22D005T,1462 ERIE BLVD STE 207A,,SCHENECTADY,NY,12305-1039,,518-377-4057,stacyg@acturesolutions.com,http://www.acturesolutions.com,"Mar 15, 2027","Mar 15, 2042",R2N8CMW2KAL7,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA22D005T/47QTCA22D005T_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA22D005T&sin=511210&src=elib&app=cat
Information Technology , IT Software,MAS,511210 ,"ACUMEN SOLUTIONS, INC.",47QTCA19D00BB,8280 GREENSBORO DR STE 400,,MCLEAN,VA,22102-3807,,202-893-5054,gsaschedule@acumensolutions.com,http://www.acumensolutions.com,"May 5, 2024","May 5, 2039",GJJEEX4G7567,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA19D00BB/47QTCA19D00BB_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA19D00BB&sin=511210&src=elib&app=cat
Information Technology , IT Software,MAS,511210 ,"ACUMEN SOLUTIONS, INC.",GS-35F-0287P,8280 GREENSBORO DR STE 400,,MCLEAN,VA,22102-3807,,703-600-4144,gsaschedule@acumensolutions.com,http://www.acumensolutions.com,"Feb 18, 2024","Feb 18, 2024",GJJEEX4G7567,,o,,,,,,,,,Y,,https://www.gsaadvantage.gov/ref_text/GS35F0287P/GS35F0287P_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0287P&sin=511210&src=elib&app=cat
Information Technology , IT Software,MAS,511210 ,ACUSTAF DEVELOPMENT CORP,GS-35F-0408X,4300 MARKETPOINTE DR STE 240,,BLOOMINGTON,MN,55435-5423,,952-831-4122,L.Holland@acustaf.com,http://www.acustaf.com,"May 24, 2026","May 24, 2031",QTS5KQ4BPQ21,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0408X/GS35F0408X_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0408X&sin=511210&src=elib&app=cat
Information Technology , IT Software,MAS,511210 ,ADACEL SYSTEMS INC,GS-35F-0597T,9677 TRADEPORT DR,,ORLANDO,FL,32827-5318,,(407)341-9408,kpickett@adacel.com,www.adacel.com,"Aug 20, 2027","Aug 20, 2027",PUU2B1Q9TK93,,o,,,,,,,,,Y,,https://www.gsaadvantage.gov/ref_text/GS35F0597T/GS35F0597T_online.htm,
Information Technology , IT Software,MAS,511210 ,"ADERAS, INC.",47QTCA22D0074,11911 FREEDOM DR STE 650,,RESTON,VA,20190-5649,,602-432-6979,brad.rendell@aderas.com,http://www.aderas.com,"Apr 19, 2027","Apr 19, 2042",NLFCX7C4JJG4,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA22D0074/47QTCA22D0074_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA22D0074&sin=511210&src=elib&app=cat
Information Technology , IT Software,MAS,511210 ,"ADERAS, INC.",GS-35F-0703V,11911 FREEDOM DR STE 650,,RESTON,VA,20190-5649,,602-432-6979,brad.rendell@aderas.com,http://www.aderas.com,"Sep 13, 2024","Sep 13, 2029",NLFCX7C4JJG4,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0703V/GS35F0703V_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0703V&sin=511210&src=elib&app=cat
Information Technology , IT Software,MAS,511210 ,"ADVANCED COMPUTER CONCEPTS, INC.",47QTCA19D00JU,7927 JONES BRANCH DR,STE 600N,MC LEAN,VA,22102-3317,,5713954174,adonoso@acc.net,http://acc.net,"Aug 26, 2024","Aug 26, 2039",CGE8ABMZLZN9,s,,w,wo,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA19D00JU/47QTCA19D00JU_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA19D00JU&sin=511210&src=elib&app=cat
Information Technology , IT Software,MAS,511210 ,ADVANCED GROUND INFORMATION SYSTEMS INC,47QTCA22D000R,92 LIGHTHOUSE DR,,JUPITER,FL,33469-3511,,5712151298,gbarros@agisinc.com,http://www.agisinc.com,"Oct 11, 2026","Oct 11, 2041",JGWKNKBCFP84,s,,,,,v,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA22D000R/47QTCA22D000R_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA22D000R&sin=511210&src=elib&app=cat
Information Technology , IT Software,MAS,511210 ,"ADVANCED INTERNET TECHNOLOGIES, INC",GS-35F-0418U,421 MAIDEN LN,,FAYETTEVILLE,NC,28301-5055,,9103211209,sam@ait.com,http://www.AIT.com,"May 28, 2023","May 28, 2028",HB73GCDTZR43,s,,,,,,dv,,,h,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0418U/GS35F0418U_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0418U&sin=511210&src=elib&app=cat
Information Technology , IT Software,MAS,511210 ,ADVANCED SOFTWARE PRODUCTS GROUP INC,GS-35F-0071X,3185 HORSESHOE DR S STE 1,,NAPLES,FL,34104-6138,,239-649-1548,Julia.Hernandez@aspg.com,HTTP://WWW.ASPG.COM,"Nov 11, 2025","Nov 11, 2030",NNALM3DTVLP6,s,,w,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0071X/GS35F0071X_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0071X&sin=511210&src=elib&app=cat
Information Technology , IT Software,MAS,511210 ,"ADVANCED TECHNOLOGIES GROUP, LLC",GS-35F-0006R,10880 LINPAGE PL,,SAINT LOUIS,MO,63132-1008,,515-221-0095,atul@a-t-g.com,http://www.a-t-g.com,"Sep 30, 2024","Sep 30, 2024",XTQKKB8LAJ87,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0006R/GS35F0006R_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0006R&sin=511210&src=elib&app=cat
Information Technology , IT Software,MAS,511210 ,"ADVANTAGE TECHNOLOGIES, INC.",GS-35F-0435Y,30 MILLER CIR,,ARMONK,NY,10504-1361,,866.730.1700,BMalter@atechnologies.com,http://www.atechnologies.com,"May 29, 2027","May 29, 2032",XF9FMJ4KJG67,s,,,,,,,d,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0435Y/GS35F0435Y_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0435Y&sin=511210&src=elib&app=cat
Information Technology , IT Software,MAS,511210 ,"ADVANTAGED SOLUTIONS, INC.",47QTCA22D004D,1455 PENNSYLVANIA AVE NW STE 800,,WASHINGTON,DC,20004-3024,,202 204 3083,efernandez@advantagedsolutions.com,http://WWW.ADVANTAGEDSOLUTIONS.COM,"Feb 7, 2027","Feb 7, 2042",WD8KKTRJWAZ3,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA22D004D/47QTCA22D004D_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA22D004D&sin=511210&src=elib&app=cat
Information Technology , IT Software,MAS,511210 ,"ADVANTAGED SOLUTIONS, INC.",GS-35F-0926R,1455 PENNSYLVANIA AVE NW STE 800,,WASHINGTON,DC,20004-3024,,202 204 3083,efernandez@advantagedsolutions.com,http://WWW.ADVANTAGEDSOLUTIONS.COM,"Dec 5, 2025","Dec 5, 2025",WD8KKTRJWAZ3,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0926R/GS35F0926R_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0926R&sin=511210&src=elib&app=cat
Information Technology , IT Software,MAS,511210 ,"AECOM TECHNICAL SERVICES, INC.",47QSWA19D006S,300 S GRAND AVE STE 1100,,LOS ANGELES,CA,90071-3173,,512-419-5738,GSA-MAS-PMO@aecom.com,http://aecom.com/contract-vehicles/gsa-schedules,"May 7, 2024","May 7, 2039",EPUXNLX5EYC4,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QSWA19D006S/47QSWA19D006S_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QSWA19D006S&sin=511210&src=elib&app=cat
Information Technology , IT Software,MAS,511210 ,AET SYSTEM INC.,GS-35F-693GA,8850 GLENRIDGE CT,,VIENNA,VA,22182-1707,,703-663-8565,kamro@aetsystem.com,http://www.aetsystem.com,"Sep 25, 2027","Sep 25, 2037",KNXFCJTZ4M36,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F693GA/GS35F693GA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-693GA&sin=511210&src=elib&app=cat
Information Technology , IT Software,MAS,511210 ,"AFFINITECH, INC.",47QTCA18D00C7,1264 PARK RD,,CHANHASSEN,MN,55317-9260,,952 697-2108,online@affinitechinc.com,www.affinitechinc.com,"May 14, 2023","May 14, 2038",H18HH93Y2NH3,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA18D00C7/47QTCA18D00C7_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA18D00C7&sin=511210&src=elib&app=cat
Information Technology , IT Software,MAS,511210 ,"AFINITI CONSULTING GROUP, LLC",47QTCA20D006W,3753 HOWARD HUGHES PKWY STE 200,,LAS VEGAS,NV,89169-0952,,(202)355-9029,adrienne.noakes@qmsconsults.com,,"Mar 4, 2025","Mar 4, 2040",QF2GX3LXR3J1,s,,w,wo,,,,d,,h,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA20D006W/47QTCA20D006W_online.htm,
Information Technology , IT Software,MAS,511210 ,AGATE SOFTWARE INC,GS-35F-420AA,2214 UNIVERSITY PARK DR STE 102,,OKEMOS,MI,48864-3980,,(517)336-2501,tpearl@agatesoftware.com,http://www.agatesoftware.com,"Jun 6, 2023","Jun 6, 2033",XB2MCJXAGYD5,s,,,,,,,d,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F420AA/GS35F420AA_online.htm,
Information Technology , IT Software,MAS,511210 ,AGILEASSETS INC.,47QTCA18D00GY,3001 BEE CAVES RD,STE 200,AUSTIN,TX,78746-5590,,5126233218,jwatts@agileassets.com,http://www.agileassets.com,"Jul 24, 2023","Jul 24, 2038",CRU5BMANG3F9,s,,,,,,,d,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA18D00GY/47QTCA18D00GY_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA18D00GY&sin=511210&src=elib&app=cat
Information Technology , IT Software,MAS,511210 ,"AGILOFT, INC.",GS-35F-0585U,460 SEAPORT CT STE 200,,REDWOOD CITY,CA,94063-5548,,(650)587-8615,anitakt@enterprisewizard.com,www.enterprisewizard.com,"Sep 11, 2023","Sep 11, 2028",H54ZNTHFLPG6,s,,w,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0585U/GS35F0585U_online.htm,
Information Technology , IT Software,MAS,511210 ,AGILQUEST CORPORATION,GS-35F-470BA,9407 HULL STREET RD STE A,,RICHMOND,VA,23236-1660,,888-745-7455,sales@agilquest.com,http:///www.agilquest.com,"Aug 6, 2024","Aug 6, 2034",HGHMAUQX1ZW8,s,,,,,v,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F470BA/GS35F470BA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-470BA&sin=511210&src=elib&app=cat
Information Technology , IT Software,MAS,511210 ,"AGSI, LLC",GS-35F-0622T,14152 MILLTOWN RD,,LOVETTSVILLE,VA,20180-3312,,5408823535,matt@agsisystems.com,http://www.agsisystems.com,"Aug 30, 2027","Aug 30, 2027",VF21W15X18K7,s,,,,,,,,,,Y,Y,,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0622T&sin=511210&src=elib&app=cat
Information Technology , IT Software,MAS,511210 ,"AI SOLUTIONS, INC.",GS-35F-0268R,4500 FORBES BLVD,STE 300,LANHAM,MD,20706,,301-306-1756,christopher.montgomery@ai-solutions.com,http://ai-solutions.com,"Jan 17, 2025","Jan 17, 2025",FENSSV95CXM1,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0268R/GS35F0268R_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0268R&sin=511210&src=elib&app=cat
Information Technology , IT Software,MAS,511210 ,"AINS, LLC",GS-35F-576GA,806 W DIAMOND AVE STE 400,,GAITHERSBURG,MD,20878-1415,,347-526-2460,btingo@ains.com,http://ains.com/,"Jul 26, 2027","Jul 26, 2037",NEFMH93JD5J6,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F576GA/GS35F576GA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-576GA&sin=511210&src=elib&app=cat
Information Technology , IT Software,MAS,511210 ,AIXXIA LLC,47QTCA21D00F9,1173 BALLANTRAE LN,,MC LEAN,VA,22101-2203,,7035566345,marta@aixxia.com,http://www.polyplexus.com,"Sep 20, 2026","Sep 20, 2041",ZSMNHH6K9991,s,,w,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA21D00F9/47QTCA21D00F9_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA21D00F9&sin=511210&src=elib&app=cat
Information Technology , IT Software,MAS,511210 ,"AKIRA TECHNOLOGIES, INC",GS-35F-515BA,1730 PENNSYLVANIA AVE NW,STE 575,WASHINGTON,DC,20006-4759,,202-517-7187,contracts@akira-tech.com,http://www.akira-tech.com,"Sep 15, 2024","Sep 15, 2034",E7RRWZMHYG13,s,,,,,,,d,8a,h,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F515BA/GS35F515BA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-515BA&sin=511210&src=elib&app=cat
Information Technology , IT Software,MAS,511210 ,"ALAMO CITY ENGINEERING SERVICES, INC.",GS-35F-0598S,3463 MAGIC DR STE 137,,SAN ANTONIO,TX,78229-2974,,(210) 421-9919,randall.stephens@aces.biz,http://www.aces.biz,"Aug 31, 2026","Aug 31, 2026",N8MCPJFMLSM4,s,,,,,,dv,,,h,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0598S/GS35F0598S_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0598S&sin=511210&src=elib&app=cat
Information Technology , IT Software,MAS,511210 ,"ALERT SECURITY, INC.",47QTCA20D009J,150 WILSHIRE BLVD,,CASSELBERRY,FL,32707-5372,,407-644-8990,plutes@signaturesystemsfl.com,http://www.signaturesystemsfl.com,"Apr 27, 2025","Apr 27, 2040",NW4PKPN5C849,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA20D009J/47QTCA20D009J_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA20D009J&sin=511210&src=elib&app=cat
Information Technology , IT Software,MAS,511210 ,"ALLIANCE TECHNOLOGY GROUP, LLC",GS-35F-0324R,7010 HI TECH DRIVE,,HANOVER,MD,21076-1367,,410-712-0270,tim.feehely@alliance-it.com,http://www.alliance-it.com,"Feb 8, 2025","Feb 8, 2025",UCM7WPGJBZ67,s,,w,,,,,d,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0324R/GS35F0324R_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0324R&sin=511210&src=elib&app=cat
Information Technology , IT Software,MAS,511210 ,"ALLIED ASSOCIATES INTERNATIONAL, INC.",47QTCA19D0096,8078 CRESCENT PARK DR,STE 300,GAINESVILLE,VA,20155-3449,,(703)288-2800,jcoon@centrelawgroup.com,http://www.a2ius.com,"Mar 28, 2024","Mar 28, 2039",Z9HGW2J1QQC4,s,,,,,v,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA19D0096/47QTCA19D0096_online.htm,
