Large Category,Sub Category,Source,Category,Vendor,Contact #,Address 1,Address 2,City,State,Zip,Country,Phone,Email,URL,Current Option Period End Date,Ultimate Contract End Date,SAM UEI,"Socio-Economic Indicators 
 (only relative codes will appear for a contract)",,,,,,,,,,,,Contractor T&Cs/Pricelist,View Catalog
Information Technology , IT Solutions,MAS,541519ICAM ,BRUCKEDWARDS INC,GS-35F-0343Y,530B HUNTMAR PARK DR,STE G,HERNDON,VA,20170-5144,,703-286-5311,Steve.Bruck@bruckedwards.com,http://www.bruckedwards.com,"Apr 12, 2027","Apr 12, 2032",HD7DAB9KV7G4,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0343Y/GS35F0343Y_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0343Y&sin=541519ICAM&src=elib&app=cat
Information Technology , IT Solutions,MAS,541519ICAM ,"CAPITAL TECHNOLOGY GROUP, LLC",47QTCA18D00AX,708 LAMBERTON DR,,SILVER SPRING,MD,20902-3035,,703-951-3625,tlazar@capitaltg.com,http://www.capitaltg.com,"Apr 19, 2028","Apr 19, 2038",LHHXTSTETNJ6,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA18D00AX/47QTCA18D00AX_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA18D00AX&sin=541519ICAM&src=elib&app=cat
Information Technology , IT Solutions,MAS,541519ICAM ,"CELERITY GOVERNMENT SOLUTIONS, LLC",GS-35F-421AA,8401 GREENSBORO DR,STE 930,MC LEAN,VA,22102-3599,,703-462-1500,glavoie@xceleratesolutions.com,http://www.xceleratesolutions.com,"Jun 11, 2023","Jun 11, 2033",K4V5LZ9H16G5,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F421AA/GS35F421AA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-421AA&sin=541519ICAM&src=elib&app=cat
Information Technology , IT Solutions,MAS,541519ICAM ,"CLEARAVENUE, LLC",GS-35F-0426T,6711COLUMBIA GATEWAY DR STE 550,,COLUMBIA,MD,21046-3347,,4783875148,divya@clearavenue.com,http://clearavenue.com,"May 13, 2027","May 13, 2027",TZJXKXNHDLX1,s,,w,wo,,,,d,8a,,Y,,https://www.gsaadvantage.gov/ref_text/GS35F0426T/GS35F0426T_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0426T&sin=541519ICAM&src=elib&app=cat
Information Technology , IT Solutions,MAS,541519ICAM ,CLOUDBURST SECURITY LLC,GS-35F-0235Y,1749 OLD MEADOW RD STE 500,,MC LEAN,VA,22102-4325,,703-687-2345,kurt.mchenry@cloudburstsecurity.com,http://www.cloudburstsecurity.com,"Mar 1, 2027","Mar 1, 2032",KK55CNH9TML7,s,,w,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0235Y/GS35F0235Y_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0235Y&sin=541519ICAM&src=elib&app=cat
Information Technology , IT Solutions,MAS,541519ICAM ,"DIGNARI, LLC",GS-35F-584GA,2509 E RANDOLPH AVE,,ALEXANDRIA,VA,22301-1135,,703-593-3175,gsa.mas@dignari.com,http://www.dignari.com/,"Aug 13, 2027","Aug 13, 2037",LT1AZYC3CXK5,s,,w,wo,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F584GA/GS35F584GA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-584GA&sin=541519ICAM&src=elib&app=cat
Information Technology , IT Solutions,MAS,541519ICAM ,EASY DYNAMICS CORPORATION,GS-35F-234BA,2000 CORPORATE RDG STE 240,,MCLEAN,VA,22102-7854,,703-955-9705,kklaus@easydynamics.com,http://www.easydynamics.com,"Feb 19, 2024","Feb 19, 2034",T2GJTLGN2NP3,s,,w,wo,ew,,,d,8a,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F234BA/GS35F234BA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-234BA&sin=541519ICAM&src=elib&app=cat
Information Technology , IT Solutions,MAS,541519ICAM ,ENDEAVOR WORLDWIDE CORP,47QRAA22D00CY,1775 TYSONS BLVD,FL 5,MC LEAN,VA,22102-4285,,7037980055,p.hearn@endeavorworldwide.com,http://www.endeavorworldwide.com,"Jul 21, 2027","Jul 21, 2042",PRT3PUT8A353,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QRAA22D00CY/47QRAA22D00CY_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QRAA22D00CY&sin=541519ICAM&src=elib&app=cat
Information Technology , IT Solutions,MAS,541519ICAM ,"EXPERIAN INFORMATION SOLUTIONS, INC",GS-23F-0356P,475 ANTON BLVD,,COSTA MESA,CA,92626-7037,,661-229-7103,mary.daniels@experian.com,http://www.experian.com,"Aug 4, 2024","Aug 4, 2024",JZDMDG543QU1,,o,,,,,,,,,,,https://www.gsaadvantage.gov/ref_text/GS23F0356P/GS23F0356P_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-23F-0356P&sin=541519ICAM&src=elib&app=cat
Information Technology , IT Solutions,MAS,541519ICAM ,GOLDMAN EDWARDS INC,47QTCA21D005T,1629 K ST NW,STE 300,WASHINGTON,DC,20006-1631,,202-256-9154,jmoton@goldmanedwards.com,http://www.goldmanedwards.com,"Feb 25, 2026","Feb 25, 2041",YJDNMDZMN397,s,,,,,,,d,8a,,Y,,https://www.gsaadvantage.gov/ref_text/47QTCA21D005T/47QTCA21D005T_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA21D005T&sin=541519ICAM&src=elib&app=cat
Information Technology , IT Solutions,MAS,541519ICAM ,GREEN THREADS LLC,47QTCA21D00FG,2034 BRIGADIER BLVD,,ODENTON,MD,21113,,240-461-6099,sdickson@greenthreadsllc.com,greenthreadsllc.com,"Sep 27, 2026","Sep 27, 2041",KJJMMERGU1T3,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA21D00FG/47QTCA21D00FG_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA21D00FG&sin=541519ICAM&src=elib&app=cat
Information Technology , IT Solutions,MAS,541519ICAM ,IDEAL INNOVATIONS INCORPORATED,GS-35F-049BA,4401 WILSON BLVD STE 210,,ARLINGTON,VA,22203-4195,,571-480-5009,CONTRACTS@IDEALINNOVATIONS.COM,http://www.idealinnovations.com,"Oct 30, 2023","Oct 30, 2033",N43ZLV9NUHK5,s,,,,,,dv,,,,Y,,https://www.gsaadvantage.gov/ref_text/GS35F049BA/GS35F049BA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-049BA&sin=541519ICAM&src=elib&app=cat
Information Technology , IT Solutions,MAS,541519ICAM ,IDENTIFICATION TECHNOLOGY PARTNERS INC,GS-07F-5866R,12208 PUEBLO RD,,GAITHERSBURG,MD,20878-2064,,301 518-0248,azimmerman@idtp.com,http://www.idtp.com,"May 31, 2025","May 31, 2025",SKFCSM2YXC91,s,,,,,,,,,,,Y,https://www.gsaadvantage.gov/ref_text/GS07F5866R/GS07F5866R_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-07F-5866R&sin=541519ICAM&src=elib&app=cat
Information Technology , IT Solutions,MAS,541519ICAM ,INFOCAP NETWORKS LLC,GS-35F-509AA,"144 W. D STREET, SUITE 113",,ENCINITAS,CA,92024-3571,,858-531-2377,dan.nore@infocapnet.com,http://www.infocapnet.com,"Aug 18, 2023","Aug 18, 2033",WJQ7M9CGMLG6,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F509AA/GS35F509AA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-509AA&sin=541519ICAM&src=elib&app=cat
Information Technology , IT Solutions,MAS,541519ICAM ,"INFUSIONPOINTS, LLC",47QTCA21D005Q,613 ELKIN HWY,,NORTH WILKESBORO,NC,28659-3405,,704-464-3161,gary.daemer@infusionpoints.com,http://https://www.infusionpoints.com/,"Feb 22, 2026","Feb 22, 2041",CX6SHE5NFNG6,s,,,,,v,,,,h,,Y,https://www.gsaadvantage.gov/ref_text/47QTCA21D005Q/47QTCA21D005Q_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA21D005Q&sin=541519ICAM&src=elib&app=cat
Information Technology , IT Solutions,MAS,541519ICAM ,JAZZ SOLUTIONS INC.,47QTCA20D00EA,20745 WILLIAMSPORT PL,STE 320,ASHBURN,VA,20147,,5714411036,gargi@jazzsol.com,http://www.jazzsol.com,"Aug 27, 2025","Aug 27, 2040",CB3LFRNLMMM8,s,,w,wo,ew,,,d,8a,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA20D00EA/47QTCA20D00EA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA20D00EA&sin=541519ICAM&src=elib&app=cat
Information Technology , IT Solutions,MAS,541519ICAM ,LENEER DATA ASSURANCE SOLUTIONS INC.,GS-35F-570AA,2625 BLAIRSTONE RD,,TALLAHASSEE,FL,32301-5905,,301-637-2336,omar.best@leneer.net,http://www.leneer.net,"Sep 23, 2023","Sep 23, 2033",NKKEBCM4RW13,s,,,,,,,d,8a,h,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F570AA/GS35F570AA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-570AA&sin=541519ICAM&src=elib&app=cat
Information Technology , IT Solutions,MAS,541519ICAM ,LS3 INC.,GS-35F-0134V,8266 LOKUS RD,STE 113,ODENTON,MD,21113-1109,,7039898806,sroberts@ls3tech.com,http://www.ls3tech.com,"Dec 16, 2023","Dec 16, 2028",J6E4ZJENZEE8,s,,w,wo,,,,d,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0134V/GS35F0134V_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0134V&sin=541519ICAM&src=elib&app=cat
Information Technology , IT Solutions,MAS,541519ICAM ,M6-VETS LLC,47QTCA18D00D1,997 MORRISON DR STE 200,,CHARLESTON,SC,29403-4378,,215-779-8791,allison.jennings@morgan6.com,http://morgan6.com,"May 23, 2028","May 23, 2038",P39GLMJ3LJL3,s,,,,,,dv,d,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA18D00D1/47QTCA18D00D1_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA18D00D1&sin=541519ICAM&src=elib&app=cat
Information Technology , IT Solutions,MAS,541519ICAM ,MAKPAR CORPORATION,GS-35F-122GA,5115 GRANDE FOREST CT,,CENTREVILLE,VA,20120-6438,,571-799-0070,seema@makpar.com,http://www.makpar.com,"Dec 12, 2026","Dec 12, 2036",G61TZZQKC3L9,s,,w,wo,ew,,,d,8a,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F122GA/GS35F122GA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-122GA&sin=541519ICAM&src=elib&app=cat
Information Technology , IT Solutions,MAS,541519ICAM ,NIKSOFT SYSTEMS CORP.,GS-35F-0125R,1984 ISAAC NEWTON SQ W STE 306A,,RESTON,VA,20190-5038,,703-435-2260,manesh.gupta@niksoft.com,http://www.niksoft.com,"Nov 17, 2024","Nov 17, 2024",TUDFCJPHDNY3,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0125R/GS35F0125R_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0125R&sin=541519ICAM&src=elib&app=cat
Information Technology , IT Solutions,MAS,541519ICAM ,"NOBLIS, INC.",GS-35F-0590W,2002 EDMUND HALLEY DR,,RESTON,VA,20191,,(703) 610-1792,robert.henshaw@noblis.org,http:///www.noblis.org,"Aug 15, 2025","Aug 15, 2030",NPJ9GV7K4CL1,,o,,,,,,,,,Y,,https://www.gsaadvantage.gov/ref_text/GS35F0590W/GS35F0590W_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0590W&sin=541519ICAM&src=elib&app=cat
Information Technology , IT Solutions,MAS,541519ICAM ,ONE FEDERAL SOLUTION,GS-35F-0470W,2560 HUNTINGTON AVE STE 503,,ALEXANDRIA,VA,22303-1447,,240-780-9129,abaytops@onefederalsolution.com,http://www.onefederalsolution.com,"Jun 2, 2025","Jun 2, 2030",H7AZW3QECZB5,s,,,,,,dv,d,8a,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0470W/GS35F0470W_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0470W&sin=541519ICAM&src=elib&app=cat
Information Technology , IT Solutions,MAS,541519ICAM ,ONEGLOBE LLC,GS-35F-306DA,12110 SUNSET HILLS ROAD,STE 600,RESTON,VA,20190-5916,,703-476-2597,John.Daley@OneGlobeIT.com,http://oneglobeit.com,"May 10, 2026","May 10, 2036",JPMGSV18AFL8,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F306DA/GS35F306DA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-306DA&sin=541519ICAM&src=elib&app=cat
Information Technology , IT Solutions,MAS,541519ICAM ,"PEREGRINE TECHNICAL SOLUTIONS, LLC",GS-35F-233CA,114 BALLARD ST,,YORKTOWN,VA,23690-0520,,808-796-1364,linda.richards@goldbelt.com,http://www.gbpts.com,"Mar 12, 2025","Mar 12, 2035",QCV1G7RNQUN5,s,,,,,,,d,8a,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F233CA/GS35F233CA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-233CA&sin=541519ICAM&src=elib&app=cat
Information Technology , IT Solutions,MAS,541519ICAM ,PRINCE OF WALES TRIBAL ENTERPRISE CONSORTIUM LLC,47QTCA20D0085,4040 WHEATON WAY,STE 111,BREMERTON,WA,98310-3565,,(360) 377-8600,cheryl.sands@powtecsolutions.com,http://www.powtecllc.com,"Mar 26, 2025","Mar 26, 2040",TR9LGD6MHDT9,s,,,,,,,d,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA20D0085/47QTCA20D0085_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA20D0085&sin=541519ICAM&src=elib&app=cat
Information Technology , IT Solutions,MAS,541519ICAM ,REDHORSE CORPORATION,GS-07F-134GA,1777 N KENT ST STE 1200,,ARLINGTON,VA,22209-2110,,(619) 241-4609,Bernadine.Holmes@Redhorsecorp.com,http://redhorsecorp.com,"Jun 30, 2027","Jun 30, 2037",JM1RHRXMLKG8,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS07F134GA/GS07F134GA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-07F-134GA&sin=541519ICAM&src=elib&app=cat
Information Technology , IT Solutions,MAS,541519ICAM ,REDMATTER SOLUTIONS LLC,GS-35F-183GA,1550 WILSON BLVD,STE 610,ARLINGTON,VA,22209-2475,,703-593-1857,paul.oehling@redmattersolutions.com,http://www.redmattersolutions.com,"Jan 22, 2027","Jan 22, 2037",FNDJDBCH8138,s,,,,,,,d,8a,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F183GA/GS35F183GA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-183GA&sin=541519ICAM&src=elib&app=cat
Information Technology , IT Solutions,MAS,541519ICAM ,RIGIL CORPORATION,GS-35F-101BA,4800 WESTFIELDS BLVD STE 120,,CHANTILLY,VA,20151-4232,,202-747-3720,rakhi@rigil.com,http://www.rigil.com,"Nov 25, 2023","Nov 25, 2033",DYF8NAF1MCH6,s,,w,wo,ew,,,d,8a,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F101BA/GS35F101BA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-101BA&sin=541519ICAM&src=elib&app=cat
Information Technology , IT Solutions,MAS,541519ICAM ,SOFTWARE TECH ENTERPRISES INCORPORATED,GS-35F-256DA,20201 S LA GRANGE RD,STE 200,FRANKFORT,IL,60423-1488,,7089229008,DJACKSON@SOFTWARE-TEC.COM,http://WWW.SOFTWARE-TEC.COM,"Apr 4, 2026","Apr 4, 2036",WLWAMBCTGJ91,s,,,,,,,d,8a,,,Y,https://www.gsaadvantage.gov/ref_text/GS35F256DA/GS35F256DA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-256DA&sin=541519ICAM&src=elib&app=cat
Information Technology , IT Solutions,MAS,541519ICAM ,STRATEGIC TECHNOLOGY PARTNERS LLC,GS-35F-405GA,3033 WILSON BOULEVARD. SUITE 700,,ARLINGTON,VA,22201-3868,,703-842-0684,jgander@stpfederal.com,http://WWW.STPFEDERAL.COM,"Apr 26, 2027","Apr 26, 2037",X15SET3R5ER3,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F405GA/GS35F405GA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-405GA&sin=541519ICAM&src=elib&app=cat
Information Technology , IT Solutions,MAS,541519ICAM ,TEKSYNAP CORPORATION,47QTCA19D00CN,1900 ORACLE WAY,STE 800,RESTON,VA,20190-4733,,833-780-5900,contracts@teksynap.com,http://www.teksynap.com,"May 23, 2024","May 23, 2039",C2T2JWN1D2K4,s,,,,,,,d,8a,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA19D00CN/47QTCA19D00CN_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA19D00CN&sin=541519ICAM&src=elib&app=cat
Information Technology , IT Solutions,MAS,541519ICAM ,"THALES DEFENSE & SECURITY, INC",47QTCA21D0012,22605 GATEWAY CENTER DR,,CLARKSBURG,MD,20871-2001,,2408647936,Kerri.Ingham@thalesdsi.com,http://www.thalesdsi.com,"Oct 27, 2025","Oct 27, 2040",HNNUJXHSXGU3,,o,,,,,,,,,Y,,,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA21D0012&sin=541519ICAM&src=elib&app=cat
Information Technology , IT Solutions,MAS,541519ICAM ,TRIVIR LLC,GS-35F-0603X,5860 TRINITY PKWY STE 130,,CENTREVILLE,VA,20120-1999,,703-884-2701,bwalter@trivir.com,http://www.trivir.com,"Sep 21, 2026","Sep 21, 2031",TB1QAJKVN376,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0603X/GS35F0603X_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0603X&sin=541519ICAM&src=elib&app=cat
Information Technology , IT Solutions,MAS,541519ICAM ,UVS INFOTECH LLC,47QTCA21D00B7,603 7TH ST,STE 302,LAUREL,MD,20707-3959,,301-725-4500,CONTRACTS@UVSIT.NET,http://https://www.uvsit.net,"Jun 14, 2026","Jun 14, 2041",JH5UJ5A4MHH6,s,,,,,,,d,8a,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA21D00B7/47QTCA21D00B7_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA21D00B7&sin=541519ICAM&src=elib&app=cat
Information Technology , IT Solutions,MAS,541519ICAM ,"V3GATE, LLC",GS-35F-0486V,555 MIDDLE CREEK PKWY STE 120,,COLORADO SPRINGS,CO,80921-3798,,719-338-4856,GSAschedule@V3Gate.com,http://www.v3gate.com,"Jun 2, 2024","Jun 2, 2029",J4KHM5JY79E3,s,,,,,,dv,,,,,Y,https://www.gsaadvantage.gov/ref_text/GS35F0486V/GS35F0486V_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0486V&sin=541519ICAM&src=elib&app=cat
Information Technology , IT Solutions,MAS,541519ICAM ,WIDEPOINT CYBERSECURITY SOLUTIONS CORPORATION,47QTCA19D009F,11250 WAPLES MILL RD STE 210,,FAIRFAX,VA,22030-7400,,(703) 349 5644,lsredojevic-giron@widepoint.com,http://www.widepoint.com,"Apr 3, 2024","Apr 3, 2039",YC7GNUHMTLX6,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA19D009F/47QTCA19D009F_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA19D009F&sin=541519ICAM&src=elib&app=cat
Information Technology , IT Solutions,MAS,541519ICAM ,"X TECHNOLOGIES, INC.",47QTCA18D004E,100 SANDAU RD,STE 300,SAN ANTONIO,TX,78216-3635,,2102986037,blaine.lewis@x-technologies.com,http://www.x-technologies.com,"Dec 21, 2027","Dec 21, 2037",PLJEN6KGEHV3,s,,,,,,,d,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA18D004E/47QTCA18D004E_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA18D004E&sin=541519ICAM&src=elib&app=cat
Information Technology , IT Solutions,MAS,541519ICAM ,"XTEC, INCORPORATED",47QSWA23D003D,5775 BLUE LAGOON DR,STE 280,MIAMI,FL,33126-2034,,(703)547-3524,ccredno@xtec.com,http://www.xtec.com,"Feb 15, 2028","Feb 15, 2043",D21ZNGNM3VC5,s,,,,,,,,,,Y,Y,,
Information Technology , IT Solutions,MAS,541519ICAM ,"XTEC, INCORPORATED",GS-35F-0615S,5775 BLUE LAGOON DR,STE 280,MIAMI,FL,33126-2034,,305-357-8813,aarner@xtec.com,http://www.xtec.com,"Sep 4, 2026","Sep 4, 2026",D21ZNGNM3VC5,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0615S/GS35F0615S_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0615S&sin=541519ICAM&src=elib&app=cat
Information Technology , IT Solutions,MAS,541519ICAM ,ZEVA INCORPORATED,GS-35F-0476X,10300 EATON PL STE 305,,FAIRFAX,VA,22030-2230,,202-853-7904,GSA@ZEVAINC.COM,http://www.zevainc.com/,"Jul 5, 2026","Jul 5, 2031",WKRER9GT1NY4,s,,w,wo,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0476X/GS35F0476X_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0476X&sin=541519ICAM&src=elib&app=cat
