Large Category,Sub Category,Source,Category,Vendor,Contact #,Address 1,Address 2,City,State,Zip,Country,Phone,Email,URL,Current Option Period End Date,Ultimate Contract End Date,SAM UEI,"Socio-Economic Indicators 
 (only relative codes will appear for a contract)",,,,,,,,,,,,Contractor T&Cs/Pricelist,View Catalog
Information Technology , IT Services,MAS,54151S ,"1CLICKSECURITY, LLC",47QTCA22D009Q,"1650 KING STREET, STE 325",,ALEXANDRIA,VA,22314-2747,,7035933842,RODNEY.FULLER@1CLICKSECURITY.COM,http://https://1clicksecurity.com,"Jun 16, 2027","Jun 16, 2042",KCDLYN52DE67,s,,,,,,dv,d,8a,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA22D009Q/47QTCA22D009Q_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA22D009Q&sin=54151S&src=elib&app=cat
Information Technology , IT Services,MAS,54151S ,1CYBERFORCE LLC,47QTCA22D003V,950 HERNDON PKWY,STE 410,HERNDON,VA,20170-5537,,571-449-8830,contracts@itstars2.com,http://www.1cyberforce.com,"Jan 25, 2027","Jan 25, 2042",FKW1ZBZ2PAC2,s,,w,wo,ew,,,d,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA22D003V/47QTCA22D003V_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA22D003V&sin=54151S&src=elib&app=cat
Information Technology , IT Services,MAS,54151S ,"1PROSPECT TECHNOLOGIES, LLC",47QTCA20D00AW,3215 W STATE ST,# 300,MILWAUKEE,WI,53208-3364,,210-714-1352,lorene.reeder@1prospect.com,http://www.1prospect.com,"Jun 4, 2025","Jun 4, 2040",GX2WMLVX8JH9,s,,,,,,,d,8a,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA20D00AW/47QTCA20D00AW_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA20D00AW&sin=54151S&src=elib&app=cat
Information Technology , IT Services,MAS,54151S ,1ST ALL FILE RECOVERY USA,GS-35F-106AA,4400 RENAISSANCE PKWY,,CLEVELAND,OH,44128-5794,,800-882-7172,GSA@DATARETRIEVAL.COM,http://www.dataretrieval.com,"Dec 14, 2027","Dec 14, 2032",RJ49FLY8EUH5,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F106AA/GS35F106AA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-106AA&sin=54151S&src=elib&app=cat
Information Technology , IT Services,MAS,54151S ,21ST CENTURY TECHNOLOGIES INC.,47QTCA18D00KW,21 NORTH BROAD STREET SUITE I,,LURAY,VA,22835-1147,,(703)402-2542,skey@21ctsolutions.com,http://www.21ctsolutions.com,"Sep 19, 2023","Sep 19, 2038",X3K5G1GE46Y9,s,,,,,,,,,h,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA18D00KW/47QTCA18D00KW_online.htm,
Information Technology , IT Services,MAS,54151S ,22ND CENTURY TECHNOLOGIES INC.,GS-35F-0579T,8251 GREENSBORO DR,STE 900,MC LEAN,VA,22102,,7032068443,proposal@tscti.com,http://www.tscti.com,"Aug 5, 2027","Aug 5, 2027",QT2VZ9L1VPQ1,,o,,,,,,,,,Y,,https://www.gsaadvantage.gov/ref_text/GS35F0579T/GS35F0579T_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0579T&sin=54151S&src=elib&app=cat
Information Technology , IT Services,MAS,54151S ,"24X7SYSTEMS, INC.",47QTCA18D005J,100 BARTON PLACE,,ALPHARETTA,GA,30005-2578,,404-229-7952,srinivas@24x7systems.com,http://www.24x7systems.com,"Jan 16, 2028","Jan 16, 2038",JNSMCYBN7667,s,,,,,,,d,8a,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA18D005J/47QTCA18D005J_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA18D005J&sin=54151S&src=elib&app=cat
Information Technology , IT Services,MAS,54151S ,"270NET TECHNOLOGIES, INC.",GS-35F-0719R,50 CITIZENS WAY STE 203,,FREDERICK,MD,21701-6024,,3016636000,ken.malnar@270net.com,http://www.270net.com,"Jul 7, 2025","Jul 7, 2025",SG3LDF4UYC25,s,,,,,v,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0719R/GS35F0719R_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0719R&sin=54151S&src=elib&app=cat
Information Technology , IT Services,MAS,54151S ,2C4 TECHNOLOGIES INC.,GS-35F-507DA,10411 LA COSTA DR,,AUSTIN,TX,78747-1214,,301-788-5924,aduray@2c4tech.com,http://www.2c4tech.com,"Sep 21, 2026","Sep 21, 2036",NJ9FEW6NL986,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F507DA/GS35F507DA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-507DA&sin=54151S&src=elib&app=cat
Information Technology , IT Services,MAS,54151S ,2NDWAVE LLC,47QTCA20D00A6,"1300 PENNSYLVANIA AVE NW, STE 70",,WASHINGTON,DC,20004-3002,,2022043016,ktaylor@2ndwavellc.com,http://www.2ndwavellc.com,"May 19, 2025","May 19, 2040",ENJJYB8WNMX9,s,,,,,,dv,d,8a,,,,https://www.gsaadvantage.gov/ref_text/47QTCA20D00A6/47QTCA20D00A6_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA20D00A6&sin=54151S&src=elib&app=cat
Information Technology , IT Services,MAS,54151S ,"2TECHJV, LLC",47QTCA22D005H,14000 CROWN CT STE 206,,WOODBRIDGE,VA,22193-1471,,703-582-3932,Bill.Lytle@2TechJV.com,http://https://www.2TechJV.com,"Mar 7, 2027","Mar 7, 2042",DA2CK3NHG5A3,s,,,,,,dv,,,,Y,,https://www.gsaadvantage.gov/ref_text/47QTCA22D005H/47QTCA22D005H_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA22D005H&sin=54151S&src=elib&app=cat
Information Technology , IT Services,MAS,54151S ,"3 FUERZAS TECHNOLOGY SOLUTIONS, LLC",GS-35F-408GA,6750 W 93RD ST STE 140,,OVERLAND PARK,KS,66212-1465,,9133081598,ogutierrez@edzsystems.com,http://www.edzsystems.com,"Apr 30, 2027","Apr 30, 2037",MGFJMCDAJKC6,s,,w,wo,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F408GA/GS35F408GA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-408GA&sin=54151S&src=elib&app=cat
Information Technology , IT Services,MAS,54151S ,"3DI, INC.",GS-35F-291AA,3 POINTE DR STE# 307,,BREA,CA,92821-6271,,949-254-5681,marketing@3disystems.com,http://www.3disystems.com,"Mar 26, 2028","Mar 26, 2033",KCLSTN7F8B14,s,,,,,,,d,8a,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F291AA/GS35F291AA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-291AA&sin=54151S&src=elib&app=cat
Information Technology , IT Services,MAS,54151S ,3G FEDERAL SOLUTIONS LLC,47QTCA20D009V,"1712 CLUB HOUSE RD, SUITE 128",,RESTON,VA,20190-4595,,703-473-8303,Kamal.yadav@3gfederal.net,http://www.3gfederal.net,"May 10, 2025","May 10, 2040",Z9C2JYHB8XJ1,s,,,,,,,d,,h,Y,,https://www.gsaadvantage.gov/ref_text/47QTCA20D009V/47QTCA20D009V_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA20D009V&sin=54151S&src=elib&app=cat
Information Technology , IT Services,MAS,54151S ,"3KPC, INC.",47QTCA21D0076,12203 LAKE JAMES DR,,HERNDON,VA,20171-2010,,571-243-5371,subeera.singh@3kpcinc.com,http://www.3kpcinc.com,"Mar 24, 2026","Mar 24, 2041",C8R8KJ1AMMP3,s,,w,wo,ew,,,d,8a,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA21D0076/47QTCA21D0076_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA21D0076&sin=54151S&src=elib&app=cat
Information Technology , IT Services,MAS,54151S ,"3LINKS TECHNOLOGIES, INC",GS-35F-0336V,8701 GEORGIA AVE,STE 705,SILVER SPRING,MD,20910-3713,,3015888292,bholomah@3linkstechnologies.com.,http://www.3linkstechnologies.com,"Mar 26, 2024","Mar 26, 2029",GKDSP7FWELX6,s,,,,,,dv,d,8a,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0336V/GS35F0336V_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0336V&sin=54151S&src=elib&app=cat
Information Technology , IT Services,MAS,54151S ,3M COMPANY,GS-35F-098GA,3M CENTER,,SAINT PAUL,MN,55144-1001,,(571)269-9026,jjennings@mmm.com,http://www.mmm.com,"Nov 30, 2026","Nov 30, 2036",YLQMY5SGNE55,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F098GA/GS35F098GA_online.htm,
Information Technology , IT Services,MAS,54151S ,3RD EYE TECHNOLOGIES INC.,47QTCA21D00DJ,13800 COPPERMINE RD STE 149,,HERNDON,VA,20171-6163,,703-554-4536,ron.huda@t3rdeyetech.com,http://www.3rdeyetechinc.com,"Aug 11, 2026","Aug 11, 2041",UZYNJMEQGAY4,s,,,,,,,,,,Y,,https://www.gsaadvantage.gov/ref_text/47QTCA21D00DJ/47QTCA21D00DJ_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA21D00DJ&sin=54151S&src=elib&app=cat
Information Technology , IT Services,MAS,54151S ,3T INTERNATIONAL INC,GS-35F-0883R,1934 OLD GALLOWS RD,STE 350,VIENNA,VA,22182-4050,,703-255-4616,mdanaie@3ti.com,http://www.3ti.com,"Sep 20, 2025","Sep 20, 2025",ZAMNFNKJDRT1,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0883R/GS35F0883R_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0883R&sin=54151S&src=elib&app=cat
Information Technology , IT Services,MAS,54151S ,"3T-INNOVATIONS, LLC",GS-35F-528GA,13908 MONROES BUSINESS PARK,,TAMPA,FL,33635-6370,,727-709-0426,Sarena@3tiinc.com,http://www.3tiinc.com,"Jul 5, 2027","Jul 5, 2037",K87QS6QJ79Z3,s,,,,,,dv,d,8a,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F528GA/GS35F528GA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-528GA&sin=54151S&src=elib&app=cat
Information Technology , IT Services,MAS,54151S ,"4 ARROWS CONSULTING, INC.",47QTCA21D00AS,800 GLADE FORK RD,,CRAB ORCHARD,KY,40419-8467,,606-879-1164,blakemand@4arrowsinc.com,http://www.4arrowsinc.com,"Jun 3, 2026","Jun 3, 2041",HWE6KMMKH5M5,s,,,,,,,,,h,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA21D00AS/47QTCA21D00AS_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA21D00AS&sin=54151S&src=elib&app=cat
Information Technology , IT Services,MAS,54151S ,"45PRESS, INC",GS-35F-111GA,3660 STUTZ DR STE 201,,CANFIELD,OH,44406-8149,,(330)953-1745,joel@45press.com,http://www.45press.com,"Dec 6, 2026","Dec 6, 2036",GDSNTEGLGPM3,s,,,,,,,,,,Y,,https://www.gsaadvantage.gov/ref_text/GS35F111GA/GS35F111GA_online.htm,
Information Technology , IT Services,MAS,54151S ,473 GROUP LLC,47QTCA19D00L4,909 N WASHINGTON ST,STE 310,ALEXANDRIA,VA,22314-1555,,(917)330-3069,isabella.edelman@govconops.com,,"Sep 16, 2024","Sep 16, 2039",D4M3EJJSVN95,s,,w,wo,ew,,,d,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA19D00L4/47QTCA19D00L4_online.htm,
Information Technology , IT Services,MAS,54151S ,"4A CONSULTING, LLC",47QTCA19D00L9,"3300 N. RIDGE RD., STE. 100",,ELLICOTT CITY,MD,21043-3384,,(925)236-0201,ranjani@rmollc.com,www.4a-consulting.com,"Sep 18, 2024","Sep 18, 2039",HZJ2GKFJ51G9,s,,w,wo,ew,,,d,8a,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA19D00L9/47QTCA19D00L9_online.htm,
Information Technology , IT Services,MAS,54151S ,4ES CORPORATION,47QTCA23D000X,5210 ROBLE GRANDE,,SAN ANTONIO,TX,78261-1712,,210-392-4298,strevino@4escorp.com,http://www.4escorp.com,"Oct 26, 2027","Oct 26, 2042",JMDYKVZCTZE5,s,,,,,,,d,8a,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA23D000X/47QTCA23D000X_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA23D000X&sin=54151S&src=elib&app=cat
Information Technology , IT Services,MAS,54151S ,4LIBERTY INC.,GS-35F-229AA,7675 DAGGET ST,STE 200,SAN DIEGO,CA,92111-2256,,6193794925,sgalpchian@4liberty.com,http://www.4liberty.com,"Mar 6, 2028","Mar 6, 2033",VJRJDYE2J161,s,,w,wo,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F229AA/GS35F229AA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-229AA&sin=54151S&src=elib&app=cat
Information Technology , IT Services,MAS,54151S ,"4N2N SOLUTIONS, LLC",GS-35F-442DA,1817 JOHN SIMS PKWY E,,NICEVILLE,FL,32578-2337,,8503892998,scott.morrison@4n2nsolutions.com,http://4n2nSolutions.com,"Aug 16, 2026","Aug 16, 2036",VM8ZNW3FH5J3,s,,,,,,dv,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F442DA/GS35F442DA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-442DA&sin=54151S&src=elib&app=cat
Information Technology , IT Services,MAS,54151S ,"5 POINT SOLUTIONS, LLC",47QTCA22D009T,204 CAUGHMAN FARM LN STE 201,,LEXINGTON,SC,29072-6925,,18038071879,rlucas@myfivepoint.com,http://www.myfivepoint.com,"Jun 21, 2027","Jun 21, 2042",UUJKW7BC9L78,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA22D009T/47QTCA22D009T_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA22D009T&sin=54151S&src=elib&app=cat
Information Technology , IT Services,MAS,54151S ,532 GROUP LLC,47QTCA21D00BC,2000 PENNSYLVANIA AVE NW STE 700,,WASHINGTON,DC,20006-1921,,202-258-1870,marysol.cummings@532group.com,http://www.532group.com,"Jun 20, 2026","Jun 20, 2041",H5NTNED9RV45,s,,w,,,,,d,,h,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA21D00BC/47QTCA21D00BC_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA21D00BC&sin=54151S&src=elib&app=cat
Information Technology , IT Services,MAS,54151S ,540.CO LLC,GS-35F-461GA,2550 S CLARK ST,STE 415,ARLINGTON,VA,22202-3963,,703-899-8817,chris@540.co,http://540.co,"May 24, 2027","May 24, 2037",VH4SJMG2CCM7,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F461GA/GS35F461GA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-461GA&sin=54151S&src=elib&app=cat
Information Technology , IT Services,MAS,54151S ,"6E TECHNOLOGIES, LLC",47QTCA22D006C,6795 EAST TENNESSEE AVE STE 1-35,,DENVER,CO,80224-1614,,(303) 417-6332,komal.goyal@6etech.com,http://www.6etech.com,"Mar 28, 2027","Mar 28, 2042",SKEXZ2A5JH26,s,,w,wo,ew,,,d,,h,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA22D006C/47QTCA22D006C_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA22D006C&sin=54151S&src=elib&app=cat
Information Technology , IT Services,MAS,54151S ,"9TH WAY SOLUTIONS, LLC",47QTCA19D003H,9101 ALTA DR,UNIT 607,LAS VEGAS,NV,89145-8535,,(703)244-1551,Deborah.Durden@9th-way.com,,"Dec 17, 2023","Dec 17, 2038",X5BYBFSUWYQ9,s,,,,,,dv,d,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA19D003H/47QTCA19D003H_online.htm,
Information Technology , IT Services,MAS,54151S ,"A & I SOLUTIONS, INC.",GS-35F-426GA,807 WHITE ROCK TRAIL,,SUWANEE,GA,30024-6911,,(770)614-8246,mcleveland@anisolutions.com,http://www.anisolutions.com,"May 3, 2027","May 3, 2037",KKLQQHKWA3K4,s,,w,wo,ew,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F426GA/GS35F426GA_online.htm,
Information Technology , IT Services,MAS,54151S ,"A & T SYSTEMS, INC.",GS-35F-247DA,12200 TECH RD STE 200,,SILVER SPRING,MD,20904-1971,,240-705-7830,adam@ats.com,http://www.ats.com,"Mar 30, 2026","Mar 30, 2036",XNQZKQDJ7U76,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F247DA/GS35F247DA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-247DA&sin=54151S&src=elib&app=cat
Information Technology , IT Services,MAS,54151S ,A C P TECHNOLOGIES,GS-35F-223AA,1090 A UNION RD STE 200,,WEST SENECA,NY,14224,,716-674-8880,benjr@acp.us.com,http://acp.us.com,"Feb 26, 2028","Feb 26, 2033",XXGYD7K25459,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F223AA/GS35F223AA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-223AA&sin=54151S&src=elib&app=cat
Information Technology , IT Services,MAS,54151S ,"A P VENTURES, LLC",GS-35F-281CA,9520 BERGER ROAD SUITE 107,,COLUMBIA,MD,21046-1554,,4435429188,TBOYLE@APVIT.COM,http://www.apvit.com,"Apr 6, 2025","Apr 6, 2035",CF46HNY9JH31,s,,w,wo,,,,d,8a,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F281CA/GS35F281CA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-281CA&sin=54151S&src=elib&app=cat
Information Technology , IT Services,MAS,54151S ,A PRENTICE RAY AND ASSOCIATES LLC,47QTCA18D0050,"2100 FIRST ST, NW",,WASHINGTON,DC,20001-7010,,202-203-9081,DAVID.MILLS@APRALLC.COM,http://WWW.APRALLC.COM,"Jan 3, 2028","Jan 3, 2038",MBFFQ4QKAEU9,s,,w,,,,,d,8a,h,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA18D0050/47QTCA18D0050_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA18D0050&sin=54151S&src=elib&app=cat
Information Technology , IT Services,MAS,54151S ,A SQUARE GROUP LLC,GS-35F-0636Y,6237 EXECUTIVE BLVD,,ROCKVILLE,MD,20852-3906,,3017701400,contracts@asqrgroup.com,http://www.a2-g.com,"Sep 18, 2027","Sep 18, 2032",K22WGLWY6ZK6,s,,w,wo,ew,,,d,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0636Y/GS35F0636Y_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0636Y&sin=54151S&src=elib&app=cat
Information Technology , IT Services,MAS,54151S ,"A+ GOVERNMENT SOLUTIONS, LLC",GS-35F-0565T,2121 15TH ST N,STE 300,ARLINGTON,VA,22201-2686,,405-253-8220,Sheila.Hamlin@chickasaw.com,http://https://www.chickasaw.com/llc/government-solutions-llc,"Jul 26, 2027","Jul 26, 2027",E8MCLLGQ4WJ3,s,,,,,,,d,8a,,Y,,https://www.gsaadvantage.gov/ref_text/GS35F0565T/GS35F0565T_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0565T&sin=54151S&src=elib&app=cat
Information Technology , IT Services,MAS,54151S ,"A+T MEDIA, INC.",47QRAA20D008C,3500 BOSTON ST,STE 231,BALTIMORE,MD,21224-5275,,443-847-6938,michelle.brennan@alextom.com,http://https://www.alextom.com,"Jul 29, 2025","Jul 29, 2040",ULZ1ESLQ7J41,s,,,,,,,,,h,,Y,https://www.gsaadvantage.gov/ref_text/47QRAA20D008C/47QRAA20D008C_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QRAA20D008C&sin=54151S&src=elib&app=cat
Information Technology , IT Services,MAS,54151S ,"A-LINC, INC.",47QTCA19D00F8,909 FALLS MANORS CT,,GREAT FALLS,VA,22066-1378,,2022790028,mohammed@a-linc.com,http://www.a-linc.com,"Jul 10, 2024","Jul 10, 2039",JD5MDEJNG279,s,,w,wo,ew,,,d,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA19D00F8/47QTCA19D00F8_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA19D00F8&sin=54151S&src=elib&app=cat
Information Technology , IT Services,MAS,54151S ,A-TEK INC,47QTCA19D00J1,1430 SPRING HILL RD STE 450,,MCLEAN,VA,22102-3022,,571-341-5466,CONTRACTS@ATEKINC.COM,www.atekinc.com,"Aug 14, 2024","Aug 14, 2039",HCCFTD1R3UL3,s,,w,wo,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA19D00J1/47QTCA19D00J1_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA19D00J1&sin=54151S&src=elib&app=cat
Information Technology , IT Services,MAS,54151S ,"A. JAMES GLOBAL SERVICES, INC.",47QSHA22D0012,1000 SAINT ANDREWS RD STE C,,COLUMBIA,SC,29210,,4047024293,dajames@ajamesglobal.com,http://www.ajamesglobal.com,"Feb 9, 2027","Feb 9, 2042",NM6RRBJBQ1X8,s,,,,,,,d,8a,h,Y,Y,https://www.gsaadvantage.gov/ref_text/47QSHA22D0012/47QSHA22D0012_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QSHA22D0012&sin=54151S&src=elib&app=cat
Information Technology , IT Services,MAS,54151S ,A. REDDIX & ASSOCIATES INC.,GS-10F-0069X,5800 LAKE WRIGHT DR STE 301,,NORFOLK,VA,23502-1804,,757-410-7704,angela.reddix@ardx.net,http://www.ardx.net,"Jan 11, 2026","Jan 11, 2031",CLRVPJYP28K5,s,,w,wo,,,,d,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS10F0069X/GS10F0069X_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-10F-0069X&sin=54151S&src=elib&app=cat
