Large Category,Sub Category,Source,Category,Vendor,Contact #,Address 1,Address 2,City,State,Zip,Country,Phone,Email,URL,Current Option Period End Date,Ultimate Contract End Date,SAM UEI,"Socio-Economic Indicators 
 (only relative codes will appear for a contract)",,,,,,,,,,,,Contractor T&Cs/Pricelist,View Catalog
Information Technology , IT Services,MAS,54151HACS ,ABLEVETS LLC,GS-35F-315DA,15049 CONFERENCE CENTER DR,STE 500,CHANTILLY,VA,20151-3880,,703-214-1258,Stephanie.Gibbs@AbleVets.com,http://www.ablevets.com,19-May-26,19-May-36,GK8DE694A1N1,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F315DA/GS35F315DA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-315DA&sin=54151HACS&src=elib&app=cat
Information Technology , IT Services,MAS,54151HACS ,ABSG CONSULTING INC.,GS-00F-026CA,1701 CITY PLAZA DR,,SPRING,TX,77389-1878,,703-351-3715,aattard@absconsulting.com,http://abs-group.com,26-Jan-25,26-Jan-35,D2LKCEGHS4V7,,o,,,,,,,,,,Y,https://www.gsaadvantage.gov/ref_text/GS00F026CA/GS00F026CA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-00F-026CA&sin=54151HACS&src=elib&app=cat
Information Technology , IT Services,MAS,54151HACS ,ACCENTURE FEDERAL SERVICES LLC,GS-35F-0371N,800 NORTH GLEBE RD #300,,ARLINGTON,VA,22203-1807,,703-457-2258,GSASchedules@accenturefederal.com,http://accenturefederal.com,5-Mar-23,5-Mar-23,C47BNA8GM833,,o,,,,,,,,,Y,,https://www.gsaadvantage.gov/ref_text/GS35F0371N/GS35F0371N_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0371N&sin=54151HACS&src=elib&app=cat
Information Technology , IT Services,MAS,54151HACS ,ACCENTURE FEDERAL SERVICES LLC,GS-35F-540GA,800 NORTH GLEBE RD #300,,ARLINGTON,VA,22203-1807,,703-457-2258,GSASchedules@accenturefederal.com,http://accenturefederal.com,11-Jul-27,11-Jul-37,C47BNA8GM833,,o,,,,,,,,,Y,,https://www.gsaadvantage.gov/ref_text/GS35F540GA/GS35F540GA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-540GA&sin=54151HACS&src=elib&app=cat
Information Technology , IT Services,MAS,54151HACS ,ACCENTURE FEDERAL SERVICES LLC,GS-35F-580AA,800 NORTH GLEBE RD #300,,ARLINGTON,VA,22203-1807,,703-457-2258,GSASchedules@accenturefederal.com,http://accenturefederal.com,25-Sep-23,25-Sep-33,C47BNA8GM833,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F580AA/GS35F580AA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-580AA&sin=54151HACS&src=elib&app=cat
Information Technology , IT Services,MAS,54151HACS ,"ACTIONET, INC.",GS-35F-327DA,2600 PARK TOWER DR STE 1000,,VIENNA,VA,22180-7370,,703-204-0090,contracts@actionet.com,http://www.actionet.com,31-May-26,31-May-36,PFFKV8K5B1E8,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F327DA/GS35F327DA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-327DA&sin=54151HACS&src=elib&app=cat
Information Technology , IT Services,MAS,54151HACS ,ACTIVE DEFENSE JV LLC,47QTCA21D00E8,600 PIPING ROCK DR,,CHESAPEAKE,VA,23322-8883,,3304318545,christopher.bowers@gohpt.com,http://www.activedefense.net,30-Aug-26,30-Aug-41,DCB1XMWAGMZ6,s,,,,,,,d,8a,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA21D00E8/47QTCA21D00E8_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA21D00E8&sin=54151HACS&src=elib&app=cat
Information Technology , IT Services,MAS,54151HACS ,ADVANCED THREAT ANALYSIS INC.,47QTCA20D0014,8008 BUSH HILL CT,,SEVERN,MD,21144-1966,,(801)949-8323,tracieg@gmail.com,www.atacorporation.com,16-Oct-24,16-Oct-39,UFY1ESH82UC5,s,,,,,,dv,,,h,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA20D0014/47QTCA20D0014_online.htm,
Information Technology , IT Services,MAS,54151HACS ,AFFINITY IT LIMITED LIABILITY COMPANY,47QTCA21D00EE,1243 SUSSEX TPKE STE 1,,RANDOLPH,NJ,07869-2997,,973-895-5777,joe@affinity-it.com,http://www.affinity-it.com,1-Sep-26,1-Sep-41,FG41NC789VY6,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA21D00EE/47QTCA21D00EE_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA21D00EE&sin=54151HACS&src=elib&app=cat
Information Technology , IT Services,MAS,54151HACS ,"AGILE DEFENSE, INC.",47QTCA21D00EL,11600 SUNRISE VALLEY DR STE 440,,RESTON,VA,20191-1425,,571-248-5061,sandy.scott@agile-defense.com,http://www.agile-defense.com,6-Sep-26,6-Sep-41,KRGLGTXRYL94,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA21D00EL/47QTCA21D00EL_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA21D00EL&sin=54151HACS&src=elib&app=cat
Information Technology , IT Services,MAS,54151HACS ,"AGILE DEFENSE, INC.",GS-35F-0075P,11600 SUNRISE VALLEY DR STE 440,,RESTON,VA,20191-1425,,5712485061,sandy.scott@agile-defense.com,http://www.agile-defense.com,4-Nov-23,4-Nov-23,KRGLGTXRYL94,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0075P/GS35F0075P_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0075P&sin=54151HACS&src=elib&app=cat
Information Technology , IT Services,MAS,54151HACS ,"ALLEGIENT DEFENSE, INC.",GS-35F-244BA,4401 N FAIRFAX DR STE 321,,ARLINGTON,VA,22203-1622,,8139909799,angel.diaz@allegientdefense.com,http://www.allegientdefense.com,27-Feb-24,27-Feb-34,T7AWSMLMHY74,s,,,,,v,,,8a,,,Y,https://www.gsaadvantage.gov/ref_text/GS35F244BA/GS35F244BA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-244BA&sin=54151HACS&src=elib&app=cat
Information Technology , IT Services,MAS,54151HACS ,"ALLIED ASSOCIATES INTERNATIONAL, INC.",47QTCA19D0096,8078 CRESCENT PARK DR,STE 300,GAINESVILLE,VA,20155-3449,,(703)288-2800,jcoon@centrelawgroup.com,http://www.a2ius.com,28-Mar-24,28-Mar-39,Z9HGW2J1QQC4,s,,,,,v,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA19D0096/47QTCA19D0096_online.htm,
Information Technology , IT Services,MAS,54151HACS ,ALPHA OMEGA INTEGRATION LLC,GS-35F-360GA,8150 LEESBURG PIKE STE 1010,,VIENNA,VA,22182-2714,,240-601-7401,mahe.rangareddy@alphaomegaintegration.com,http://www.Alphaomegaintegration.com,9-Apr-27,9-Apr-37,NF34JCA2PME3,s,,,,,,,d,8a,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F360GA/GS35F360GA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-360GA&sin=54151HACS&src=elib&app=cat
Information Technology , IT Services,MAS,54151HACS ,"ALPHAHILL, LLC",47QTCA19D00KC,246 CAULFIELD LN,,GAITHERSBURG,MD,20878-4069,,2025286343,pelumi@alphahill.com,http://HTTPS://ALPHAHILL.COM,3-Sep-24,3-Sep-39,K4LTLHF5P7N7,s,,w,wo,ew,,,d,,h,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA19D00KC/47QTCA19D00KC_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA19D00KC&sin=54151HACS&src=elib&app=cat
Information Technology , IT Services,MAS,54151HACS ,"ALYN, INC.",47QTCA20D004B,11128 STROUP RD,,ROSWELL,GA,30075-2222,,678-731-7716,mkeogler@alyninc.com,http://www.alyninc.com,12-Jan-25,12-Jan-40,GFZVKNF7RVJ3,s,,,,,,,,,h,Y,,https://www.gsaadvantage.gov/ref_text/47QTCA20D004B/47QTCA20D004B_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA20D004B&sin=54151HACS&src=elib&app=cat
Information Technology , IT Services,MAS,54151HACS ,"AMAXIAM, LLC",47QTCA22D000Y,11921 FREEDOM DR STE 550,,RESTON,VA,20190-5635,,(703) 585-0437,dean.brunk@amaxiam.com,http://www.amaxiam.com,18-Oct-26,18-Oct-41,HT2KZ4N3M1F1,s,,,,,,,d,,,Y,,https://www.gsaadvantage.gov/ref_text/47QTCA22D000Y/47QTCA22D000Y_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA22D000Y&sin=54151HACS&src=elib&app=cat
Information Technology , IT Services,MAS,54151HACS ,"AMERICAN COMMUNICATIONS SOLUTIONS, LLC",47QTCA18D00GK,6320 KARMICH ST,,FAIRFAX STATION,VA,22039-1621,,703-789-4481,john.schleifer@acommsolutions.com,http://www.acommsolutions.com,15-Jul-23,15-Jul-38,VE4NKB8SJSH8,s,,,,,,dv,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA18D00GK/47QTCA18D00GK_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA18D00GK&sin=54151HACS&src=elib&app=cat
Information Technology , IT Services,MAS,54151HACS ,AMERICAN SYSTEMS CORPORATION,GS-35F-500CA,14151 PARK MEADOW DR STE 500,,CHANTILLY,VA,20151-4230,,7039685068,erin.ballowe@americansystems.com,http://www.americansystems.com,20-Sep-25,20-Sep-35,CFWRL5LXXX93,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F500CA/GS35F500CA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-500CA&sin=54151HACS&src=elib&app=cat
Information Technology , IT Services,MAS,54151HACS ,AMVET TECHNOLOGIES LLC,GS-35F-0291X,7634 NOCHE OSCURA CIR,,LAS VEGAS,NV,89139-8722,,(505)670-0332,wmiller@amvettec.com,http://www.amvettec.com,21-Mar-26,21-Mar-31,J9KKJYZ3DNX3,s,,,,,,dv,d,,,,Y,https://www.gsaadvantage.gov/ref_text/GS35F0291X/GS35F0291X_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0291X&sin=54151HACS&src=elib&app=cat
Information Technology , IT Services,MAS,54151HACS ,ANAVATION LLC,GS-35F-122DA,15040 CONFERENCE CENTER DR STE 2,,CHANTILLY,VA,20151-3828,,703-594-4610,jeamy.savanh@anavationllc.com,http://www.anavationllc.com,3-Jan-26,3-Jan-36,MD3GFWQRRLJ8,s,,,,,,,,,,,Y,https://www.gsaadvantage.gov/ref_text/GS35F122DA/GS35F122DA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-122DA&sin=54151HACS&src=elib&app=cat
Information Technology , IT Services,MAS,54151HACS ,ANTEAN TECHNOLOGY LLC,47QTCA21D009W,6604 MORNING RIDE CIR,,ALEXANDRIA,VA,22315-5052,,703-254-0448,seanfloyd@anteantech.com,http://www.anteantech.com,20-May-26,20-May-41,K2ZEQM1YTTV3,s,,w,wo,ew,,,d,8a,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA21D009W/47QTCA21D009W_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA21D009W&sin=54151HACS&src=elib&app=cat
Information Technology , IT Services,MAS,54151HACS ,ANTHONY TIMBERS LLC,47QTCA21D00BS,122 DETERMINATION DR,,STAFFORD,VA,22554-3365,,2027319376,a.timbers@anthonytimbers.com,http://https://anthonytimbers.com,29-Jun-26,29-Jun-41,C7L1Q4X3NAK5,s,,,,,,,d,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA21D00BS/47QTCA21D00BS_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA21D00BS&sin=54151HACS&src=elib&app=cat
Information Technology , IT Services,MAS,54151HACS ,"ANVAYA SOLUTIONS, INC.",47QTCA19D00AV,193 BLUE RAVINE RD STE 250,,FOLSOM,CA,95630-4760,,9166739300,shobha@anvayasolutions.com,http://anvayasolutions.com,25-Apr-24,25-Apr-39,NUMGBF2DFPM1,s,,w,wo,ew,,,d,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA19D00AV/47QTCA19D00AV_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA19D00AV&sin=54151HACS&src=elib&app=cat
Information Technology , IT Services,MAS,54151HACS ,"APPLIED INSIGHT, LLC",GS-35F-0027U,11180 SUNRISE VALLEY DR,STE 300,RESTON,VA,20191-4376,,703-215-8211,ktharle@applied-insight.com,http://www.applied-insight.com/,10-Oct-27,10-Oct-27,LS86CKXMLPD5,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0027U/GS35F0027U_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0027U&sin=54151HACS&src=elib&app=cat
Information Technology , IT Services,MAS,54151HACS ,"APPLIED INTEGRATED TECHNOLOGIES, INC.",47QTCA20D0095,7120 SAMUEL MORSE DR STE 150,,COLUMBIA,MD,21046-3420,,(410) 872-0022,kevin.mckinstrie@ait-i.com,http://www.ait-i.com,13-Apr-25,13-Apr-40,CANEJFKHZX67,s,,,,,,,d,,,Y,,https://www.gsaadvantage.gov/ref_text/47QTCA20D0095/47QTCA20D0095_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA20D0095&sin=54151HACS&src=elib&app=cat
Information Technology , IT Services,MAS,54151HACS ,"APPLIED RESEARCH SOLUTIONS, INC",GS-00F-135GA,51 PLUM ST STE 240,,BEAVERCREEK,OH,45440-1397,,937-912-6100,gwittlinger@appliedres.com,http://www.appliedres.com/,7-Mar-27,7-Mar-37,KHUUB19KDMA3,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS00F135GA/GS00F135GA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-00F-135GA&sin=54151HACS&src=elib&app=cat
Information Technology , IT Services,MAS,54151HACS ,AQUIA INC.,47QTCA23D000H,24408 SHADY LN,,MILLSBORO,DE,19966-4423,,410-245-8990,david.maskeroni@aquia.us,http://www.aquia.us,13-Oct-27,13-Oct-42,RGMQQK1DLAN9,s,,,,,,dv,d,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA23D000H/47QTCA23D000H_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA23D000H&sin=54151HACS&src=elib&app=cat
Information Technology , IT Services,MAS,54151HACS ,"ARCHARITHMS, INC.",GS-00F-175DA,1002 MERIDIAN STREET N,,HUNTSVILLE,AL,35801-4661,,256-763-8781,randy.riley@archarithms.com,http://www.archarithms.com,2-Jun-26,2-Jun-36,LYSTBJSGN458,s,,,,,,,,,h,,Y,https://www.gsaadvantage.gov/ref_text/GS00F175DA/GS00F175DA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-00F-175DA&sin=54151HACS&src=elib&app=cat
Information Technology , IT Services,MAS,54151HACS ,ARETECSBD LLC,47QTCA20D007K,10201 FAIRFAX BLVD,STE 223,FAIRFAX,VA,22030-2209,,(703)606-3080,anthony.rivera@aretecinc.com,http://www.aretecsbd.com,18-Mar-25,18-Mar-40,SDDLCNAUEAN5,s,,,,,,,d,8a,,,Y,https://www.gsaadvantage.gov/ref_text/47QTCA20D007K/47QTCA20D007K_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA20D007K&sin=54151HACS&src=elib&app=cat
Information Technology , IT Services,MAS,54151HACS ,ARGUS SECURE TECHNOLOGY LLC,47QTCA19D0015,8000 TOWERS CRESCENT DR SUITE 13,,VIENNA,VA,22182-6236,,571-331-2141,dbursenos@argussecuretech.com,http://argussecuretech.com/,31-Oct-23,31-Oct-38,Q8HQG9RG9647,s,,w,wo,,,,d,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA19D0015/47QTCA19D0015_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA19D0015&sin=54151HACS&src=elib&app=cat
Information Technology , IT Services,MAS,54151HACS ,"ARISTI TECHNOLOGIES, INC.",47QTCA22D0079,12799 OWLSLEY WAY,,OAK HILL,VA,20171-4223,,703-459-6268,neel@AristiTech.com,http://www.aristitech.com,21-Apr-27,21-Apr-42,Q7BQKKENUA59,s,,w,wo,,,,d,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA22D0079/47QTCA22D0079_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA22D0079&sin=54151HACS&src=elib&app=cat
Information Technology , IT Services,MAS,54151HACS ,"ARMAVEL, LLC",47QTCA21D00B5,2715 64TH AVE NE,,TACOMA,WA,98422-3352,,(571) 266-1212,info@armavel.com,http://www.armavel.com,12-Jun-26,12-Jun-41,JS2LX8NLBPJ8,s,,,,,,,,,,Y,,https://www.gsaadvantage.gov/ref_text/47QTCA21D00B5/47QTCA21D00B5_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA21D00B5&sin=54151HACS&src=elib&app=cat
Information Technology , IT Services,MAS,54151HACS ,ARTEMIS FEDERAL LLC,47QTCA20D00EK,423 S ROLLING RD,,CATONSVILLE,MD,21228-5721,,7032447690,james.ford@artemisfederal.com,http://www.artemisfederal.com,2-Sep-25,2-Sep-40,MUZTVBWVJAX5,s,,w,wo,ew,,,d,8a,,,Y,https://www.gsaadvantage.gov/ref_text/47QTCA20D00EK/47QTCA20D00EK_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA20D00EK&sin=54151HACS&src=elib&app=cat
Information Technology , IT Services,MAS,54151HACS ,ASHBURN CONSULTING,GS-35F-0444X,42813 FOREST SPRING DR,,LEESBURG,VA,20176-6842,,240-997-0322,beiserike@ashburnconsulting.com,http://www.ashburnconsulting.com,16-Jun-26,16-Jun-31,YU7RW2KJTUU4,s,,,,,,,d,8a,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0444X/GS35F0444X_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0444X&sin=54151HACS&src=elib&app=cat
Information Technology , IT Services,MAS,54151HACS ,"ASSURIT CONSULTING GROUP, LLC",47QTCA18D00JZ,11325 RANDOM HILLS RD STE 360,,FAIRFAX,VA,22030-0972,,7039274111,SUNNY.TUTEJA@ASSURIT.COM,http://WWW.ASSURIT.COM,4-Sep-23,4-Sep-38,DL3JL6J1XG98,s,,,,,,,d,8a,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA18D00JZ/47QTCA18D00JZ_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA18D00JZ&sin=54151HACS&src=elib&app=cat
Information Technology , IT Services,MAS,54151HACS ,ASSYST INC.,47QTCA19D00HL,22866 SHAW RD,,STERLING,VA,20166-9400,,703-230-3100,ashta@assyst.net,http://www.assyst.net,13-Aug-24,13-Aug-39,DN1BFF3CJ7E3,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA19D00HL/47QTCA19D00HL_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA19D00HL&sin=54151HACS&src=elib&app=cat
Information Technology , IT Services,MAS,54151HACS ,AT&T CORP.,47QTCA18D00JG,3033 CHAIN BRIDGE RD,,OAKTON,VA,22185-1000,,(571)595-8671,mf4389@att.com,http://www.att.com/gov,27-Aug-23,27-Aug-38,MNALR8D818N7,,o,,,,,,,,,,Y,https://www.gsaadvantage.gov/ref_text/47QTCA18D00JG/47QTCA18D00JG_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA18D00JG&sin=54151HACS&src=elib&app=cat
Information Technology , IT Services,MAS,54151HACS ,"ATHENA TECHNOLOGY GROUP, INC.",GS-35F-097BA,171 ELDEN ST,,HERNDON,VA,20170-4875,,703-483-3703,steve.hamrah@athenatechgrp.com,http://athenatechgrp.com/,30-Nov-23,30-Nov-33,CV14DKAKFFJ9,s,,,,,,dv,,,h,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F097BA/GS35F097BA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-097BA&sin=54151HACS&src=elib&app=cat
Information Technology , IT Services,MAS,54151HACS ,"ATLAS TECHNOLOGIES, INC.",47QRAA22D0028,5416 A RIVERS AVE STE 105,,NORTH CHARLESTON,SC,29406-6169,,843-725-2285,Atlas-contracts@atlas-tech.com,http://atlas-tech.com/,17-Nov-26,17-Nov-41,CDKRUNL7D419,s,,,,,v,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QRAA22D0028/47QRAA22D0028_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QRAA22D0028&sin=54151HACS&src=elib&app=cat
Information Technology , IT Services,MAS,54151HACS ,ATTAINX INC.,GS-35F-293DA,13873 PARK CENTER RD STE 55N,,HERNDON,VA,20171-3245,,703-424-5594,operations@attainx.com,http://www.attainx.com,28-Apr-26,28-Apr-36,J6Z9VBSL4219,s,,w,wo,ew,,,d,8a,h,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F293DA/GS35F293DA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-293DA&sin=54151HACS&src=elib&app=cat
Information Technology , IT Services,MAS,54151HACS ,"AUSGAR TECHNOLOGIES, INC.",47QTCA20D002Q,10721 TREENA ST STE 100,,SAN DIEGO,CA,92131-1016,,(858)444-8244,cassandra.r.greene@ausgar.com,www.ausgar.com,25-Nov-24,25-Nov-39,DLSFBUNMUXK6,s,,,,,,dv,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA20D002Q/47QTCA20D002Q_online.htm,
Information Technology , IT Services,MAS,54151HACS ,AUTONOMIC INTEGRA LLC,47QTCA21D00BH,"101 LAKEFOREST BLVD, STE 375",,GAITHERSBURG,MD,20877-2747,,240-422-3291,kevin.zhang@autonomicenterprise.com,http://www.autonomicintegra.com,22-Jun-26,22-Jun-41,YJCKJY5GSX71,s,,,,,,,d,8a,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA21D00BH/47QTCA21D00BH_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA21D00BH&sin=54151HACS&src=elib&app=cat
