Large Category,Sub Category,Source,Category,Vendor,Contact #,Address 1,Address 2,City,State,Zip,Country,Phone,Email,URL,Current Option Period End Date,Ultimate Contract End Date,SAM UEI,"Socio-Economic Indicators 
 (only relative codes will appear for a contract)",,,,,,,,,,,,Contractor T&Cs/Pricelist,View Catalog
Information Technology , Telecommunications,MAS,517410 ,"COMSAT, INC.",GS-35F-0122X,1050 SATCOM LN,,MELBOURNE,FL,32940-7010,,571-599-3600,GSA@comsat.com,http://www.comsat.com,"Dec 13, 2025","Dec 13, 2030",SEUTD4ML1KX5,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0122X/GS35F0122X_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0122X&sin=517410&src=elib&app=cat
Information Technology , Telecommunications,MAS,517410 ,"COPASAT, LLC",47QTCA18D00DH,12501 71ST CT,,LARGO,FL,33773-3254,,813-735-0066,scott.davis@copasat.com,http://www.copasat.com,"Jun 14, 2023","Jun 14, 2038",RL8RS46XQ495,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA18D00DH/47QTCA18D00DH_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA18D00DH&sin=517410&src=elib&app=cat
Information Technology , Telecommunications,MAS,517410 ,DRS GLOBAL ENTERPRISE SOLUTIONS INC,47QTCA19D00MQ,21345 RIDGETOP CIR,STE 400,STERLING,VA,20166-6503,,703-896-7093,GESCONTRACTS@DRS.COM,http://WWW.LEONARDODRS.COM,"Sep 26, 2024","Sep 26, 2039",RL2UXQCGMBD9,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA19D00MQ/47QTCA19D00MQ_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA19D00MQ&sin=517410&src=elib&app=cat
Information Technology , Telecommunications,MAS,517410 ,"ENVISTACOM, L.L.C.",47QTCA21D001G,6 CONCOURSE PKWY STE 550,,ATLANTA,GA,30328-9121,,470-255-2500,jbarritt@envistacom.com,http://www.envistacom.com,"Nov 3, 2025","Nov 3, 2040",JCJ5T8BDKC73,,o,,,,,,,,,,Y,https://www.gsaadvantage.gov/ref_text/47QTCA21D001G/47QTCA21D001G_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA21D001G&sin=517410&src=elib&app=cat
Information Technology , Telecommunications,MAS,517410 ,EUTELSAT AMERICA CORP.,GS-35F-0418Y,1776 I ST NW STE 810,,WASHINGTON,DC,20006-3700,,(202) 559-4324,slopatkiewicz@eutelsatamerica.com,http://www.eutelsat.com,"Jun 3, 2027","Jun 3, 2032",WR5BLTLJ7CV1,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0418Y/GS35F0418Y_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0418Y&sin=517410&src=elib&app=cat
Information Technology , Telecommunications,MAS,517410 ,FULL SPECTRUM OPERATIONS LLC,47QTCA19D008Z,6320 KARMICH ST,,FAIRFAX STATION,VA,22039-1621,,703-224-1000,john.schleifer@acommsolutions.com,http://WWW.acommsolutions.com,"Mar 28, 2024","Mar 28, 2039",ND7NTR9BCGN7,s,,,,,,dv,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA19D008Z/47QTCA19D008Z_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA19D008Z&sin=517410&src=elib&app=cat
Information Technology , Telecommunications,MAS,517410 ,"GENERAL DYNAMICS MISSION SYSTEMS, INC",47QTCA21D001L,8201 E MCDOWELL ROAD,,SCOTTSDALE,AZ,85257-3812,,202-669-0670,gavin.hill@gd-ms.com,http://www.gdmissionsystems.com,"Nov 8, 2025","Nov 8, 2040",MWDRZJ2ZVPV7,,o,,,,,,,,,,Y,https://www.gsaadvantage.gov/ref_text/47QTCA21D001L/47QTCA21D001L_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA21D001L&sin=517410&src=elib&app=cat
Information Technology , Telecommunications,MAS,517410 ,"GIT SATELLITE, LLC",GS-35F-0404U,13740 N HIGHWAY 183,STE Q2,AUSTIN,TX,78750-1835,,512-918-9502,gsa@gitsat.com,http://www.gitsat.com,"May 31, 2023","May 31, 2028",C2JGH9J53GG7,s,,w,wo,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0404U/GS35F0404U_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0404U&sin=517410&src=elib&app=cat
Information Technology , Telecommunications,MAS,517410 ,"GLOBAFONE, INC.",GS-35F-0074W,155 LAFAYETTE RD UNIT 1,,NORTH HAMPTON,NH,03862-2464,,6034337232,s.brown@globafone.com,http://www.globafone.com,"Nov 4, 2024","Nov 4, 2029",J45HNME3SFN3,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0074W/GS35F0074W_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0074W&sin=517410&src=elib&app=cat
Information Technology , Telecommunications,MAS,517410 ,GLOBECOMM SYSTEMS INC.,GS-35F-0456S,"45, OSER AVENUE",,HAUPPAUGE,NY,11788,,(631)231-9800,fkrivicich@globecomm.com,http://www.globecommsystems.com,"May 18, 2026","May 18, 2026",X398FKNLBHR3,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0456S/GS35F0456S_online.htm,
Information Technology , Telecommunications,MAS,517410 ,"HUGHES NETWORK SYSTEMS, LLC",GS-35F-0907P,11717 EXPLORATION LN,,GERMANTOWN,MD,20876-2711,,301-428-5764,hope.swartz@hughes.com,http://government.hughes.com/,"Sep 28, 2024","Sep 28, 2024",G1PMX8473K14,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0907P/GS35F0907P_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0907P&sin=517410&src=elib&app=cat
Information Technology , Telecommunications,MAS,517410 ,"INMARSAT GOVERNMENT, INC.",GS-35F-0016X,11600 SUNRISE VALLEY DR STE 200,,RESTON,VA,20191-1410,,703-621-6817,frank.cammarata@inmarsatgov.com,http://www.inmarsatgov.com/,"Oct 5, 2025","Oct 5, 2030",UK8HWZTN2QG3,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0016X/GS35F0016X_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0016X&sin=517410&src=elib&app=cat
Information Technology , Telecommunications,MAS,517410 ,INTELSAT GENERAL COMMUNICATIONS LLC,GS-35F-0478U,7900 TYSONS ONE PL STE 12,,MCLEAN,VA,22102-5979,,7032704288,radell.prayor@intelsatgeneral.com,http://www.intelsatgeneral.com,"Jul 13, 2023","Jul 13, 2028",G3FMDEWF7YV3,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0478U/GS35F0478U_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0478U&sin=517410&src=elib&app=cat
Information Technology , Telecommunications,MAS,517410 ,KNIGHT SKY LLC,GS-35F-0016V,5123 PEGASUS CT STE X,,FREDERICK,MD,21704-7254,,(240)422-8733,jamie.rohrback@knight-sky.com,www.knight-sky.com,"Oct 31, 2023","Oct 31, 2028",VYKYDKFL9RW1,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0016V/GS35F0016V_online.htm,
Information Technology , Telecommunications,MAS,517410 ,LBISAT LLC,GS-35F-183CA,1082 EAST BELLADONNA DRIVE,,EAGLE MOUNTAIN,UT,84005,,(801)501-9090,owen@lbisat.com,,"Feb 10, 2025","Feb 10, 2035",XN41FGUN22Y5,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F183CA/GS35F183CA_online.htm,
Information Technology , Telecommunications,MAS,517410 ,"LEPTON GLOBAL SOLUTIONS, LLC",GS-35F-233GA,2000 CORPORATE RDG,STE 525,MC LEAN,VA,22102-7854,,571-313-1256,Isabel.bacon@leptonglobal.com,http://www.leptonglobal.com,"Feb 12, 2027","Feb 12, 2037",W53LENEDABY7,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F233GA/GS35F233GA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-233GA&sin=517410&src=elib&app=cat
Information Technology , Telecommunications,MAS,517410 ,"NIC4, INC.",GS-35F-0567X,111 KELSEY LN,STE D,TAMPA,FL,33619-4357,,8774552131 EXT 704,robyn.mccolligan@nic4.com,http://www.nic4.com,"Aug 23, 2026","Aug 23, 2031",FKJECQRV42E1,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0567X/GS35F0567X_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0567X&sin=517410&src=elib&app=cat
Information Technology , Telecommunications,MAS,517410 ,ONEWEB TECHNOLOGIES INC.,GS-35F-195AA,11140 AEROSPACE AVE,,HOUSTON,TX,77034-5596,,281-272-7500,sales.support@trustcomm.comm,http://www.trustcomm.com,"Feb 6, 2028","Feb 6, 2033",R41FS9Z88GZ7,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F195AA/GS35F195AA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-195AA&sin=517410&src=elib&app=cat
Information Technology , Telecommunications,MAS,517410 ,PERATON GOVERNMENT COMMUNICATIONS INC.,47QTCA18D00FD,12975 WORLDGATE DR STE 7103,,HERNDON,VA,20170-6008,,703-637-3807,stuart.copan@peraton.com,http://www.peraton.com,"Jul 2, 2023","Jul 2, 2038",KLQZPHMGKK23,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA18D00FD/47QTCA18D00FD_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA18D00FD&sin=517410&src=elib&app=cat
Information Technology , Telecommunications,MAS,517410 ,"QUADRIGAE GLOBAL ENTERPRISES, INC.",GS-35F-476DA,24 THORN HL,,IRVINE,CA,92602-2413,,(760)216-4479,james.stossel@quadrigaeglobal.com,www.quadrigaeglobalenterprises.com,"Sep 14, 2026","Sep 14, 2036",VKDJKUA58757,s,,,,,,dv,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F476DA/GS35F476DA_online.htm,
Information Technology , Telecommunications,MAS,517410 ,RITENET CORP.,GS-35F-0048Y,1445 RESEARCH BLVD,STE 505,ROCKVILLE,MD,20850,,2405054996,rramineni@ritenet.com,http://www.ritenet.com,"Nov 3, 2026","Nov 3, 2031",JNMNNA51QJQ4,s,,,,,,,d,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0048Y/GS35F0048Y_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0048Y&sin=517410&src=elib&app=cat
Information Technology , Telecommunications,MAS,517410 ,"SATCOM DIRECT GOVERNMENT, INC.",47QTCA21D005L,1050 SATCOM LANE,,MELBOURNE,FL,32940,,321-777-3000,gsa@satcomdirect.com,http://www.satcomdirect.com,"Feb 21, 2026","Feb 21, 2041",FM1QY7CA5VD5,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA21D005L/47QTCA21D005L_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA21D005L&sin=517410&src=elib&app=cat
Information Technology , Telecommunications,MAS,517410 ,"SATCOM DIRECT GOVERNMENT, INC.",GS-35F-0221R,1050 SATCOM LANE,,MELBOURNE,FL,32940,,703-549-3009,gsa@satcomdirect.com,http://www.satcomdirect.com,"Dec 20, 2024","Dec 20, 2024",FM1QY7CA5VD5,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0221R/GS35F0221R_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0221R&sin=517410&src=elib&app=cat
Information Technology , Telecommunications,MAS,517410 ,"SATCOM GLOBAL, INC.",GS-35F-0337P,1 TARA BLVD STE 301,,NASHUA,NH,03062-2809,,603-389-6119,americas@satcomglobal.com,http://www.satcomglobal.com,"Mar 8, 2024","Mar 8, 2024",KHDMPRN65BM4,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0337P/GS35F0337P_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0337P&sin=517410&src=elib&app=cat
Information Technology , Telecommunications,MAS,517410 ,"SES GOVERNMENT SOLUTIONS, INC.",GS-35F-0328V,11790 SUNRISE VALLEY DR STE 300,,RESTON,VA,20191,,703-610-1000,stacey.elwood@ses-gs.com,http://www.ses-gs.com/,"Mar 24, 2024","Mar 24, 2029",K1MPUUN7WP55,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0328V/GS35F0328V_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0328V&sin=517410&src=elib&app=cat
Information Technology , Telecommunications,MAS,517410 ,"SIGNAL MOUNTAIN NETWORKS, INC.",47QTCA19D00HG,2320 CHAMBLEE TUCKER RD,,ATLANTA,GA,30341-3447,,(678)867-0793,jonathan.huffman@signalmountain.com,http://www.signalmountain.com,"Aug 12, 2024","Aug 12, 2039",QHSXFAD12MB3,s,,,,,v,,,,h,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA19D00HG/47QTCA19D00HG_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA19D00HG&sin=517410&src=elib&app=cat
Information Technology , Telecommunications,MAS,517410 ,"SIMBA ENTERPRISES, LLC",GS-35F-517AA,39 FORT EVANS RD NE,STE F,LEESBURG,VA,20176-4488,,703-782-4042,sissy.johnson@simbacom.net,http://www.simbacom.net,"Aug 21, 2023","Aug 21, 2033",FP7KHNGMD4C3,s,,,,,,,d,8a,h,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F517AA/GS35F517AA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-517AA&sin=517410&src=elib&app=cat
Information Technology , Telecommunications,MAS,517410 ,"TELECOM INTERNATIONAL, LLC",47QTCA18D0034,417 MALLARD DR,,BASYE,VA,22810,,5402127017,sean.nouvel@telecomii.com,http://www.telecomii.com,"Nov 29, 2027","Nov 29, 2037",CRTNZFVPM9C6,s,,,,,,,d,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA18D0034/47QTCA18D0034_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA18D0034&sin=517410&src=elib&app=cat
Information Technology , Telecommunications,MAS,517410 ,"TELECOMMUNICATION SYSTEMS, INC.",GS-35F-007HA,"275, WEST STREET",,ANNAPOLIS,MD,21401,,(410) 280-1052,tina.myles@comtechtel.com,http://www.comtech-cct.com,"Oct 4, 2027","Oct 4, 2037",SPD8Y16LCPM6,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F007HA/GS35F007HA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-007HA&sin=517410&src=elib&app=cat
Information Technology , Telecommunications,MAS,517410 ,TRACE SYSTEMS INC.,GS-35F-0631V,1934 OLD GALLOWS RD,STE 600,VIENNA,VA,22182-4040,,703-962-9791,ebossart@tracesystems.com,http://www.tracesystems.com,"Aug 14, 2024","Aug 14, 2029",EJL6AMKWYLP5,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0631V/GS35F0631V_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0631V&sin=517410&src=elib&app=cat
Information Technology , Telecommunications,MAS,517410 ,"ULTISAT, INC.",GS-35F-0068Y,708 QUINCE ORCHARD RD,STE 120,GAITHERSBURG,MD,20878-1790,,240-243-5100,contracts@speedcastgov.com,http://www.speedcastgov.com,"Nov 17, 2026","Nov 17, 2031",J1BQKC2ZPXQ7,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0068Y/GS35F0068Y_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0068Y&sin=517410&src=elib&app=cat
Information Technology , Telecommunications,MAS,517410 ,US21 INC,GS-35F-034CA,2721 PROSPERITY AVE,STE 300,FAIRFAX,VA,22031-4341,,703-560-0021,gsa@us21.com,http://www.us21.com,"Oct 31, 2024","Oct 31, 2034",DA9MR1TS7AZ9,s,,w,wo,ew,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F034CA/GS35F034CA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-034CA&sin=517410&src=elib&app=cat
Information Technology , Telecommunications,MAS,517410 ,"VIASAT, INC.",GS-35F-218AA,6155 EL CAMINO REAL,,CARLSBAD,CA,92009-1602,,760-893-3248,Ann.Arriagada@viasat.com,http://www.viasat.com,"Feb 25, 2028","Feb 25, 2033",L9Z1ASN3B8E7,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F218AA/GS35F218AA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-218AA&sin=517410&src=elib&app=cat
Information Technology , Telecommunications,MAS,517410 ,"XTAR, LLC",GS-35F-0023U,1602 VILLAGE MARKET BLVD SE STE,,LEESBURG,VA,20175-4721,,5712813575,mstewart@xtar.com,http://xtar.com,"Oct 8, 2027","Oct 8, 2027",G8F5GGEGCDQ5,,o,,,,,,,,,Y,,https://www.gsaadvantage.gov/ref_text/GS35F0023U/GS35F0023U_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0023U&sin=517410&src=elib&app=cat
