Large Category,Sub Category,Source,Category,Vendor,Contact #,Address 1,Address 2,City,State,Zip,Country,Phone,Email,URL,Current Option Period End Date,Ultimate Contract End Date,SAM UEI,"Socio-Economic Indicators 
 (only relative codes will appear for a contract)",,,,,,,,,,,,Contractor T&Cs/Pricelist,View Catalog
Information Technology , IT Hardware,MAS,33411 ,A C P TECHNOLOGIES,GS-35F-223AA,1090 A UNION RD STE 200,,WEST SENECA,NY,14224,,716-674-8880,benjr@acp.us.com,http://acp.us.com,"Feb 26, 2028","Feb 26, 2033",XXGYD7K25459,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F223AA/GS35F223AA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-223AA&sin=33411&src=elib&app=cat
Information Technology , IT Hardware,MAS,33411 ,A&E OFFICE AND INDUSTRIAL SUPPLY,GS-35F-0427X,1918 ENGLISH ELM ST,,HOUSTON,TX,77067-3941,,877-277-7903,sales@aesupply.org,http://www.aesupply.org,"Jun 8, 2026","Jun 8, 2031",MNZXENLEPTH3,s,,,,,v,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0427X/GS35F0427X_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0427X&sin=33411&src=elib&app=cat
Information Technology , IT Hardware,MAS,33411 ,AATD LLC,GS-35F-658GA,4818 WEST LAKE OAKS,,SAN ANTONIO,TX,78251-3572,,703-626-1044,paul.salazar@aatdata.com,http://www.aatd-llc.com,"Sep 6, 2027","Sep 6, 2037",X76KEVV61AM9,s,,,,,,dv,d,8a,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F658GA/GS35F658GA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-658GA&sin=33411&src=elib&app=cat
Information Technology , IT Hardware,MAS,33411 ,"ABBA TECHNOLOGIES, INC.",47QTCA20D00FH,5301 BEVERLY HILLS AVE NE,,ALBUQUERQUE,NM,87113-2143,,505-889-3337,maridon.leh@abbatech.com,http://www.abbatech.com/,"Sep 22, 2025","Sep 22, 2040",J84GXV5ZKJK9,s,,,,,,,d,,,,Y,https://www.gsaadvantage.gov/ref_text/47QTCA20D00FH/47QTCA20D00FH_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA20D00FH&sin=33411&src=elib&app=cat
Information Technology , IT Hardware,MAS,33411 ,"ABM FEDERAL SALES, INC.",47QSEA19D000B,285 CHESTERFIELD BUSINESS PARKWA,,CHESTERFIELD,MO,63005-1241,,800-522-9226,sales@abmfederal.com,http://www.abmfederal.com,"Oct 14, 2023","Oct 14, 2038",D5YGBJ26T1A8,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QSEA19D000B/47QSEA19D000B_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QSEA19D000B&sin=33411&src=elib&app=cat
Information Technology , IT Hardware,MAS,33411 ,"ABM FEDERAL SALES, INC.",GS-35F-0344S,285 CHESTERFIELD BUSINESS PARKWA,,CHESTERFIELD,MO,63005-1241,,800-522-9226,sales@abmfederal.com,http://www.abmfederal.com,"Apr 9, 2026","Apr 9, 2026",D5YGBJ26T1A8,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0344S/GS35F0344S_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0344S&sin=33411&src=elib&app=cat
Information Technology , IT Hardware,MAS,33411 ,"ACCESS PRODUCTS, INC",47QSEA19D00BR,4192 CENTER PARK DR,,COLORADO SPRINGS,CO,80916-4505,,719-591-9660,sales@accessproductsinc.com,http://www.accessproductsinc.com,"Aug 22, 2024","Aug 22, 2039",HADLG4436SM8,s,,,,,,dv,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QSEA19D00BR/47QSEA19D00BR_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QSEA19D00BR&sin=33411&src=elib&app=cat
Information Technology , IT Hardware,MAS,33411 ,"ACCRUENT, LLC",47QTCA21D00AX,11500 ALTERRA PKWY STE 110,,AUSTIN,TX,78758-3191,,888.567.3434,kkeller@accruent.com,http://www.accruent.com/,"Jun 8, 2026","Jun 8, 2041",FKYLCP22DGR2,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA21D00AX/47QTCA21D00AX_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA21D00AX&sin=33411&src=elib&app=cat
Information Technology , IT Hardware,MAS,33411 ,ACCU-TECH CORPORATION,47QTCA22D003B,11350 OLD ROSWELL RD STE 100,,ALPHARETTA,GA,30009-2292,,800-490-4580,jared.ferguson@accu-tech.com,http://www.accu-tech.com/federal,"Jan 17, 2027","Jan 17, 2042",LJXMD6WRZJA5,,o,,,,,,,,,,Y,https://www.gsaadvantage.gov/ref_text/47QTCA22D003B/47QTCA22D003B_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA22D003B&sin=33411&src=elib&app=cat
Information Technology , IT Hardware,MAS,33411 ,ACCUVIEW INC.,47QTCA22D008V,18 HAYPRESS RD # 406,,CRANBURY,NJ,08512-3401,,(201)440-2225,gsa@accuview.com,http://www.accuview.com,"May 30, 2027","May 30, 2042",DL1CT8Q297S5,s,,,,,,,,,,Y,Y,,
Information Technology , IT Hardware,MAS,33411 ,ACE RUNNING LLC,47QTCA22D00BC,707 THORNBY RD,,WILMINGTON,DE,19803-2229,,(212)729-4124,jonathan@rundna.com,https://www.RunDNA.com/,"Jul 28, 2027","Jul 28, 2042",HND2YKB35AS7,s,,,,,,,,,,Y,Y,,
Information Technology , IT Hardware,MAS,33411 ,"ACF TECHNOLOGIES, INC.",47QTCA18D002Y,64 PEACHTREE RD STE 201,,ASHEVILLE,NC,28803-3154,,828-398-0040 X151,andrea.karrick@goacf.com,http://www.acftechnologies.com,"Nov 28, 2027","Nov 28, 2037",FLCDDJ375QL1,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA18D002Y/47QTCA18D002Y_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA18D002Y&sin=33411&src=elib&app=cat
Information Technology , IT Hardware,MAS,33411 ,"ACG SYSTEMS, INC.",47QTCA20D006L,133 DEFENSE HWY STE 207,,ANNAPOLIS,MD,21401-7098,,410-224-0224,tim.carney@acgsys.com,http://WWW.ACGSYS.COM,"Feb 24, 2025","Feb 24, 2040",FKFZBQRZF1G3,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA20D006L/47QTCA20D006L_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA20D006L&sin=33411&src=elib&app=cat
Information Technology , IT Hardware,MAS,33411 ,ACON OPTICS COMMUNICATIONS INC.,47QTCA21D00DC,"5F., NO. 4, ALLEY 9, LANE 45, BA",XINDIAN DIST,NEW TAIPEI CITY,,,TAIWAN,886-2-2917-7668,judy.chen@aconoptics.com,http://www.aconoptics.com/en-global/home,"Aug 9, 2026","Aug 9, 2041",YFQWMABHCRL8,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA21D00DC/47QTCA21D00DC_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA21D00DC&sin=33411&src=elib&app=cat
Information Technology , IT Hardware,MAS,33411 ,ACTIVU CORPORATION,GS-35F-0632N,301 ROUND HILL DR,,ROCKAWAY,NJ,07866-1224,,973-343-4930,chris.budd@activu.com,http://www.activu.com,"May 21, 2023","May 21, 2023",N1QGHKMLSYF8,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0632N/GS35F0632N_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0632N&sin=33411&src=elib&app=cat
Information Technology , IT Hardware,MAS,33411 ,"ACTURE SOLUTIONS, INC.",47QTCA22D005T,1462 ERIE BLVD STE 207A,,SCHENECTADY,NY,12305-1039,,518-377-4057,stacyg@acturesolutions.com,http://www.acturesolutions.com,"Mar 15, 2027","Mar 15, 2042",R2N8CMW2KAL7,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA22D005T/47QTCA22D005T_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA22D005T&sin=33411&src=elib&app=cat
Information Technology , IT Hardware,MAS,33411 ,ACUMEN BUILDING ENTERPRISE INC,GS-35F-231GA,7770 PARDEE LN,STE 200,OAKLAND,CA,94621-1490,,5105303029,david.folkman-moore@acumentransit.com,http://www.acumentransit.com,"Feb 9, 2027","Feb 9, 2037",PB68CQ144E64,s,,,,,v,,,,,Y,Y,,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-231GA&sin=33411&src=elib&app=cat
Information Technology , IT Hardware,MAS,33411 ,ADORAMA INC.,47QSMA19D08QU,42 W 18TH ST,,NEW YORK,NY,10011-4621,,888-209-5558,gsa@adorama.com,http://WWW.ADORAMA.COM,"Aug 25, 2024","Aug 25, 2039",L43SGXYMK8H5,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QSMA19D08QU/47QSMA19D08QU_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QSMA19D08QU&sin=33411&src=elib&app=cat
Information Technology , IT Hardware,MAS,33411 ,"ADVANCED C4 SOLUTIONS, INC.",GS-35F-129BA,4017 W DR MARTIN LUTHER KING JR,,TAMPA,FL,33614-7003,,(813)983-7440,hugh.campbell@ac4s.com,http://www.ac4s.com,"Dec 18, 2023","Dec 18, 2033",R3X2PL2N63L3,s,,,,,,dv,d,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F129BA/GS35F129BA_online.htm,
Information Technology , IT Hardware,MAS,33411 ,"ADVANCED CABLE CONNECTION, INC.",GS-35F-0312V,13336 N CENTRAL AVE,,TAMPA,FL,33612-3435,,(813)978-0101,marlenek@accicable.com,http://www.accicable.com,"Mar 23, 2024","Mar 23, 2029",HYTQHRDEMTH5,s,,,,,,,d,8a,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0312V/GS35F0312V_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0312V&sin=33411&src=elib&app=cat
Information Technology , IT Hardware,MAS,33411 ,ADVANCED COMPUTER & NETWORK CORPORATION,47QTCA19D00HN,5001 BAUM BLVD,STE 680,PITTSBURGH,PA,15213-1855,,(412)683-9010,gene@acnc.com,http://www.acnc.com,"Aug 13, 2024","Aug 13, 2039",T85CDE92CK96,s,,,,,,,d,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA19D00HN/47QTCA19D00HN_online.htm,
Information Technology , IT Hardware,MAS,33411 ,"ADVANCED COMPUTER CONCEPTS, INC.",47QTCA19D00JU,7927 JONES BRANCH DR,STE 600N,MC LEAN,VA,22102-3317,,5713954174,adonoso@acc.net,http://acc.net,"Aug 26, 2024","Aug 26, 2039",CGE8ABMZLZN9,s,,w,wo,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA19D00JU/47QTCA19D00JU_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA19D00JU&sin=33411&src=elib&app=cat
Information Technology , IT Hardware,MAS,33411 ,"ADVANCED MISSION SYSTEMS, LLC",47QSWA18D0084,1875 DAVIS RUN,,BUCHANAN,VA,24066,,(540)761-4252,jsnyder@amsdv.com,www.ams1.net,"Aug 19, 2023","Aug 19, 2038",M77JKM28BM27,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QSWA18D0084/47QSWA18D0084_online.htm,
Information Technology , IT Hardware,MAS,33411 ,ADVANCED PROGRAMS INC,47QTCA23D000Y,7125 RIVERWOOD DR,,COLUMBIA,MD,21046-2352,,410-312-5828,hmartin@advprograms.com,http://www.advprograms.com,"Oct 31, 2027","Oct 31, 2042",F3NQAATK4LK5,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA23D000Y/47QTCA23D000Y_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA23D000Y&sin=33411&src=elib&app=cat
Information Technology , IT Hardware,MAS,33411 ,ADVANCED PROGRAMS INC,GS-35F-0109P,7125 RIVERWOOD DR,,COLUMBIA,MD,21046-2352,,410-312-5828,hmartin@advprograms.com,http://www.advprograms.com,"Nov 23, 2023","Nov 23, 2023",F3NQAATK4LK5,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0109P/GS35F0109P_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0109P&sin=33411&src=elib&app=cat
Information Technology , IT Hardware,MAS,33411 ,"ADVANCED TECHNOLOGIES GROUP, LLC",GS-35F-0006R,10880 LINPAGE PL,,SAINT LOUIS,MO,63132-1008,,515-221-0095,atul@a-t-g.com,http://www.a-t-g.com,"Sep 30, 2024","Sep 30, 2024",XTQKKB8LAJ87,,o,,,,,,,,,,Y,https://www.gsaadvantage.gov/ref_text/GS35F0006R/GS35F0006R_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0006R&sin=33411&src=elib&app=cat
Information Technology , IT Hardware,MAS,33411 ,"ADVANTAGE OPTICS, INC",GS-35F-0303T,1555 BOND ST,STE 115,NAPERVILLE,IL,60563-0138,,(630)482-9101,crparilla@advantageoptics.com,www.advantageoptics.com,"Mar 11, 2027","Mar 11, 2027",D7CHARLK77M9,s,,,,,,,,,,Y,,https://www.gsaadvantage.gov/ref_text/GS35F0303T/GS35F0303T_online.htm,
Information Technology , IT Hardware,MAS,33411 ,"ADVANTAGE TECHNOLOGIES, INC.",GS-35F-0435Y,30 MILLER CIR,,ARMONK,NY,10504-1361,,866.730.1700,BMalter@atechnologies.com,http://www.atechnologies.com,"May 29, 2027","May 29, 2032",XF9FMJ4KJG67,s,,,,,,,d,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0435Y/GS35F0435Y_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0435Y&sin=33411&src=elib&app=cat
Information Technology , IT Hardware,MAS,33411 ,AEG GROUP INC.,GS-35F-0090X,888 E BELVIDERE RD,STE 409,GRAYSLAKE,IL,60030-2577,,847-548-7197,sales@aeg-group.com,http://www.aeg-group.com,"Nov 27, 2025","Nov 27, 2030",QNM9J87U6PW4,s,,w,,,,,d,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0090X/GS35F0090X_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0090X&sin=33411&src=elib&app=cat
Information Technology , IT Hardware,MAS,33411 ,"AFFIGENT, LLC",GS-35F-0509S,2553 DULLES VIEW DR,STE 700,HERNDON,VA,20171-5226,,703-766-6260,sanjeev.hirani@akima.com,http://www.affigent.com,"Jun 29, 2026","Jun 29, 2026",M46UYYHVH4B1,s,,,,,,,d,8a,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0509S/GS35F0509S_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0509S&sin=33411&src=elib&app=cat
Information Technology , IT Hardware,MAS,33411 ,"AFFINITECH, INC.",47QTCA18D00C7,1264 PARK RD,,CHANHASSEN,MN,55317-9260,,952 697-2108,online@affinitechinc.com,www.affinitechinc.com,"May 14, 2023","May 14, 2038",H18HH93Y2NH3,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA18D00C7/47QTCA18D00C7_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA18D00C7&sin=33411&src=elib&app=cat
Information Technology , IT Hardware,MAS,33411 ,"AGSI, LLC",GS-35F-0622T,14152 MILLTOWN RD,,LOVETTSVILLE,VA,20180-3312,,5408823535,matt@agsisystems.com,http://www.agsisystems.com,"Aug 30, 2027","Aug 30, 2027",VF21W15X18K7,s,,,,,,,,,,Y,Y,,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0622T&sin=33411&src=elib&app=cat
Information Technology , IT Hardware,MAS,33411 ,AIPHONE CORPORATION,47QTCA21D004A,6670 185TH AVE NE,,REDMOND,WA,98052-5038,,800-692-0200X1027,Stephen.martorano@aiphone.com,http://www.aiphone.com,"Jan 19, 2026","Jan 19, 2041",FNEZWNKCDFK5,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA21D004A/47QTCA21D004A_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA21D004A&sin=33411&src=elib&app=cat
Information Technology , IT Hardware,MAS,33411 ,"AIS ENGINEERING, INC.",GS-35F-0454X,804 PERSHING DR STE 208,,SILVER SPRING,MD,20910-4439,,301-585-1238,sales@aisengineering.com,http://www.aisengineering.com,"Jun 21, 2026","Jun 21, 2031",GUCJS9VEPC56,s,,w,,,,,d,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0454X/GS35F0454X_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0454X&sin=33411&src=elib&app=cat
Information Technology , IT Hardware,MAS,33411 ,AITA CONSULTING SERVICES INC,47QTCA20D00DT,825 GEORGES RD,STE 3,NORTH BRUNSWICK,NJ,08902-3357,,(732)658-4557,patrick@aitacs.com,www.aitacs.com,"Aug 11, 2025","Aug 11, 2040",W5LYHZ2EH3H3,s,,w,wo,,,,d,,,,Y,https://www.gsaadvantage.gov/ref_text/47QTCA20D00DT/47QTCA20D00DT_online.htm,
Information Technology , IT Hardware,MAS,33411 ,"AKIRA TECHNOLOGIES, INC",GS-35F-515BA,1730 PENNSYLVANIA AVE NW,STE 575,WASHINGTON,DC,20006-4759,,202-517-7187,contracts@akira-tech.com,http://www.akira-tech.com,"Sep 15, 2024","Sep 15, 2034",E7RRWZMHYG13,s,,,,,,,d,8a,h,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F515BA/GS35F515BA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-515BA&sin=33411&src=elib&app=cat
Information Technology , IT Hardware,MAS,33411 ,"ALAMO CITY ENGINEERING SERVICES, INC.",GS-35F-0598S,3463 MAGIC DR STE 137,,SAN ANTONIO,TX,78229-2974,,(210) 421-9919,randall.stephens@aces.biz,http://www.aces.biz,"Aug 31, 2026","Aug 31, 2026",N8MCPJFMLSM4,s,,,,,,dv,,,h,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0598S/GS35F0598S_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0598S&sin=33411&src=elib&app=cat
Information Technology , IT Hardware,MAS,33411 ,ALEGNA INC.,47QSHA21D001L,2810 N KINGSTON DR,,PEORIA,IL,61604-2145,,866-615-7942,sales@alegnainc.net,HTTP://WWW.ALEGNAINC.NET,"Apr 25, 2026","Apr 25, 2041",M322ZEVGUEZ8,s,,w,wo,ew,,,d,,h,Y,Y,https://www.gsaadvantage.gov/ref_text/47QSHA21D001L/47QSHA21D001L_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QSHA21D001L&sin=33411&src=elib&app=cat
Information Technology , IT Hardware,MAS,33411 ,"ALERT SECURITY, INC.",47QTCA20D009J,150 WILSHIRE BLVD,,CASSELBERRY,FL,32707-5372,,407-644-8990,plutes@signaturesystemsfl.com,http://www.signaturesystemsfl.com,"Apr 27, 2025","Apr 27, 2040",NW4PKPN5C849,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA20D009J/47QTCA20D009J_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA20D009J&sin=33411&src=elib&app=cat
Information Technology , IT Hardware,MAS,33411 ,"ALFENET CONSULTING, INC.",GS-35F-376GA,1011 MANHATTAN AVE STE 1,,BROOKLYN,NY,11222-6558,,(718)609-6242,gsa@alfenet.com,http://www.alfenet.com,"Apr 16, 2027","Apr 16, 2037",CA9NKX2NJ4D6,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F376GA/GS35F376GA_online.htm,
Information Technology , IT Hardware,MAS,33411 ,ALI ACQUISITIONS LLC,47QTCA22D000X,2500 HOLLANDALE CIR,,ARLINGTON,TX,76010-0309,,2144322398,SALES@GSAGLOBALNET.COM,http://www.GSAGLOBALNET.COM,"Oct 17, 2026","Oct 17, 2041",GHU7SNN8YYQ3,s,,,,,,,d,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA22D000X/47QTCA22D000X_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA22D000X&sin=33411&src=elib&app=cat
Information Technology , IT Hardware,MAS,33411 ,"ALLCOM GLOBAL SERVICES, INC.",47QSWA19D004F,201 STAG INDUSTRIAL BLVD,,LAKE SAINT LOUIS,MO,63367-4285,,703-340-8518,sslagor@allcomgs.com,http:///www.allcomgs.com,"Feb 27, 2024","Feb 27, 2039",N3VDYQV6KNU4,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QSWA19D004F/47QSWA19D004F_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QSWA19D004F&sin=33411&src=elib&app=cat
Information Technology , IT Hardware,MAS,33411 ,"ALLCOM GLOBAL SERVICES, INC.",GS-35F-004CA,201 STAG INDUSTRIAL BLVD,,LAKE SAINT LOUIS,MO,63367-4285,,703-340-8518,sslagor@allcomgs.com,http:///www.allcomgs.com,"Sep 30, 2024","Sep 30, 2034",N3VDYQV6KNU4,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F004CA/GS35F004CA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-004CA&sin=33411&src=elib&app=cat
Information Technology , IT Hardware,MAS,33411 ,"ALLIANCE TECHNOLOGY GROUP, LLC",GS-35F-0324R,7010 HI TECH DRIVE,,HANOVER,MD,21076-1367,,410-712-0270,tim.feehely@alliance-it.com,http://www.alliance-it.com,"Feb 8, 2025","Feb 8, 2025",UCM7WPGJBZ67,s,,w,,,,,d,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0324R/GS35F0324R_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0324R&sin=33411&src=elib&app=cat
Information Technology , IT Hardware,MAS,33411 ,ALLIED INK CORPORATION,GS-02F-0017W,2821 E PHILADELPHIA ST STE A,,ONTARIO,CA,91761-8522,,800-844-3068,jlin@alliedink.com,http://www.alliedink.com,"Oct 8, 2024","Oct 8, 2029",LVNLLEBS5RZ9,s,,,,,v,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS02F0017W/GS02F0017W_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-02F-0017W&sin=33411&src=elib&app=cat
