Large Category,Sub Category,Source,Category,Vendor,Contact #,Address 1,Address 2,City,State,Zip,Country,Phone,Email,URL,Current Option Period End Date,Ultimate Contract End Date,SAM UEI,"Socio-Economic Indicators 
 (only relative codes will appear for a contract)",,,,,,,,,,,,Contractor T&Cs/Pricelist,View Catalog
Information Technology , Electronic Commerce,MAS,54151ECOM ,"ACCELERATED TECHNOLOGY LABORATORIES, INC.",GS-35F-114BA,496 HOLLY GROVE SCHOOL RD,,WEST END,NC,27376-8412,,9106738165,tmclean@atlab.com,http://atlab.com,"Dec 12, 2023","Dec 12, 2033",HP18SZNB14R3,s,,w,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F114BA/GS35F114BA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-114BA&sin=54151ECOM&src=elib&app=cat
Information Technology , Electronic Commerce,MAS,54151ECOM ,ACCESSAGILITY LLC,GS-35F-0424Y,8609 WESTWOOD CENTER DR,STE 750,VIENNA,VA,22182-7576,,703-870-3949 EX 140,ZAIB@ACCESSAGILITY.COM,http://WWW.ACCESSAGILITY.COM,"May 23, 2027","May 23, 2032",HMXCQJ8ADNL7,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0424Y/GS35F0424Y_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0424Y&sin=54151ECOM&src=elib&app=cat
Information Technology , Electronic Commerce,MAS,54151ECOM ,"ACCRUENT, LLC",47QTCA21D00AX,11500 ALTERRA PKWY STE 110,,AUSTIN,TX,78758-3191,,888.567.3434,kkeller@accruent.com,http://www.accruent.com/,"Jun 8, 2026","Jun 8, 2041",FKYLCP22DGR2,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA21D00AX/47QTCA21D00AX_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA21D00AX&sin=54151ECOM&src=elib&app=cat
Information Technology , Electronic Commerce,MAS,54151ECOM ,"ACENDRE, INC.",GS-35F-269BA,4350 N FAIRFAX DR STE 830,,ARLINGTON,VA,22203-1673,,(703)975-9385,kenyona.wilson@acendre.com,www.nga.net,"Mar 13, 2024","Mar 13, 2034",QUCKAM5LFHQ9,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F269BA/GS35F269BA_online.htm,
Information Technology , Electronic Commerce,MAS,54151ECOM ,"ACI PAYMENTS, INC.",47QTCA23D002S,177 TECHNOLOGY PKWY,,AUBURN,AL,36830-0502,,703-624-8907,dean.fees@aciworldwide.com,http://www.aciworldwide.com,"Dec 15, 2027","Dec 15, 2042",EJFZSCCEKT36,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA23D002S/47QTCA23D002S_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA23D002S&sin=54151ECOM&src=elib&app=cat
Information Technology , Electronic Commerce,MAS,54151ECOM ,"ACS INTERNET, LLC",GS-35F-262GA,600 TELEPHONE AVE,,ANCHORAGE,AK,99503-6010,,(907)564-7701,kevin.cook@acsalaska.com,http://www.AlaskaCommunications.com,"Feb 28, 2027","Feb 28, 2037",QLA2YRECQ643,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F262GA/GS35F262GA_online.htm,
Information Technology , Electronic Commerce,MAS,54151ECOM ,"ACTURE SOLUTIONS, INC.",47QTCA22D005T,1462 ERIE BLVD STE 207A,,SCHENECTADY,NY,12305-1039,,518-377-4057,stacyg@acturesolutions.com,http://www.acturesolutions.com,"Mar 15, 2027","Mar 15, 2042",R2N8CMW2KAL7,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA22D005T/47QTCA22D005T_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA22D005T&sin=54151ECOM&src=elib&app=cat
Information Technology , Electronic Commerce,MAS,54151ECOM ,ACXIOM LLC,GS-35F-0604S,301 E DAVE WARD DR,,CONWAY,AR,72032-7114,,2405058316,asya.smith@acxiom.com,http://www.acxiom.com,"Aug 31, 2026","Aug 31, 2026",UF6LSFWKTHS3,,o,,,,,,,,,,Y,https://www.gsaadvantage.gov/ref_text/GS35F0604S/GS35F0604S_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0604S&sin=54151ECOM&src=elib&app=cat
Information Technology , Electronic Commerce,MAS,54151ECOM ,AGILEASSETS INC.,47QTCA18D00GY,3001 BEE CAVES RD,STE 200,AUSTIN,TX,78746-5590,,5126233218,jwatts@agileassets.com,http://www.agileassets.com,"Jul 24, 2023","Jul 24, 2038",CRU5BMANG3F9,s,,,,,,,d,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA18D00GY/47QTCA18D00GY_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA18D00GY&sin=54151ECOM&src=elib&app=cat
Information Technology , Electronic Commerce,MAS,54151ECOM ,AGILQUEST CORPORATION,GS-35F-470BA,9407 HULL STREET RD STE A,,RICHMOND,VA,23236-1660,,888-745-7455,sales@agilquest.com,http:///www.agilquest.com,"Aug 6, 2024","Aug 6, 2034",HGHMAUQX1ZW8,s,,,,,v,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F470BA/GS35F470BA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-470BA&sin=54151ECOM&src=elib&app=cat
Information Technology , Electronic Commerce,MAS,54151ECOM ,AINET CORPORATION,GS-35F-0473X,11700 MONTGOMERY RD,,BELTSVILLE,MD,20705-1159,,877-454-4472,snewton@dcciconsulting.com,http://www.ai.net,"Jul 19, 2026","Jul 19, 2031",MJ1TMQG1ZZ19,s,,,,,,,d,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0473X/GS35F0473X_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0473X&sin=54151ECOM&src=elib&app=cat
Information Technology , Electronic Commerce,MAS,54151ECOM ,"AINS, LLC",GS-35F-576GA,806 W DIAMOND AVE STE 400,,GAITHERSBURG,MD,20878-1415,,347-526-2460,btingo@ains.com,http://ains.com/,"Jul 26, 2027","Jul 26, 2037",NEFMH93JD5J6,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F576GA/GS35F576GA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-576GA&sin=54151ECOM&src=elib&app=cat
Information Technology , Electronic Commerce,MAS,54151ECOM ,"AITHERAS, LLC",GS-03F-034DA,51 MONROE ST STE 506,,ROCKVILLE,MD,20850-2404,,800-592-5436,andrewm@aitheras.com,http://www.aitheras.com,"Dec 15, 2025","Dec 15, 2035",Z1BZMDHQQJR9,s,,,,,,,d,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS03F034DA/GS03F034DA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-03F-034DA&sin=54151ECOM&src=elib&app=cat
Information Technology , Electronic Commerce,MAS,54151ECOM ,"ALAMO CITY ENGINEERING SERVICES, INC.",GS-35F-0598S,3463 MAGIC DR STE 137,,SAN ANTONIO,TX,78229-2974,,(210) 421-9919,randall.stephens@aces.biz,http://www.aces.biz,"Aug 31, 2026","Aug 31, 2026",N8MCPJFMLSM4,s,,,,,,dv,,,h,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0598S/GS35F0598S_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0598S&sin=54151ECOM&src=elib&app=cat
Information Technology , Electronic Commerce,MAS,54151ECOM ,ALEJO CONSULTING INC.,47QTCA21D00F4,11354 RIDGELINE RD,,FAIRFAX,VA,22030-8637,,703-570-5127,kkpante@kraisolutions.com,http://www.kraisolutions.com,"Sep 15, 2026","Sep 15, 2041",MBFGLLJYEQB5,s,,,,,,,d,8a,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA21D00F4/47QTCA21D00F4_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA21D00F4&sin=54151ECOM&src=elib&app=cat
Information Technology , Electronic Commerce,MAS,54151ECOM ,"ALLBRIDGE, LLC",GS-35F-0449X,6880 PERRY CREEK RD,,RALEIGH,NC,27616-8069,,9197923231,slawson@allbridge.com,http://www.allbridge.com,"Jun 20, 2026","Jun 20, 2031",KAAMD8L4V6T4,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0449X/GS35F0449X_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0449X&sin=54151ECOM&src=elib&app=cat
Information Technology , Electronic Commerce,MAS,54151ECOM ,ALPHASIX CORPORATION,GS-35F-307AA,21355 RIDGETOP CIR,STE 330,STERLING,VA,20166-8529,,703-579-6479,jill.williams@alphasixcorp.com,http://www.alphasixcorp.com,"Apr 7, 2023","Apr 7, 2033",YRWSNBVVBK25,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F307AA/GS35F307AA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-307AA&sin=54151ECOM&src=elib&app=cat
Information Technology , Electronic Commerce,MAS,54151ECOM ,AOC CONNECT LLC,GS-35F-0826R,14030 THUNDERBOLT PL,STE 700,CHANTILLY,VA,20151-3283,,(703)621-2382,bmoore@aocconnect.com,www.aocconnect.com,"Aug 30, 2025","Aug 30, 2025",MN4TNLZQHK45,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0826R/GS35F0826R_online.htm,
Information Technology , Electronic Commerce,MAS,54151ECOM ,APPTRICITY CORPORATION,47QTCA19D0041,220 LAS COLINAS BLVD E STE 400,,IRVING,TX,75039-5500,,2145960601,tgarcia@apptricity.com,http://www.apptricity.com/,"Jan 2, 2024","Jan 2, 2039",HL7QQSRNYHZ3,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA19D0041/47QTCA19D0041_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA19D0041&sin=54151ECOM&src=elib&app=cat
Information Technology , Electronic Commerce,MAS,54151ECOM ,"ARBOLA, INC.",47QTCA21D00E3,7526 COXTON CT UNIT F,,ALEXANDRIA,VA,22306-2269,,703-901-1076,Vince.Juaristi@arbolainc.com,http://www.arbolainc.com,"Aug 29, 2026","Aug 29, 2041",GJM9ZZPDW3Y3,s,,,,,,,d,,h,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA21D00E3/47QTCA21D00E3_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA21D00E3&sin=54151ECOM&src=elib&app=cat
Information Technology , Electronic Commerce,MAS,54151ECOM ,"ARDENT MANAGEMENT CONSULTING, INC.",GS-35F-0212U,5110 S. YALE AVENUE,SUITE 310,TULSA,OK,74135-7482,,703-984-8010,donella.lael@ardentmc.com,http://www.ardentmc.com,"Apr 25, 2023","Jan 24, 2028",H8YMWAKEKPN5,s,,,,,,,,,h,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0212U/GS35F0212U_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0212U&sin=54151ECOM&src=elib&app=cat
Information Technology , Electronic Commerce,MAS,54151ECOM ,"ASPIRE TECHNOLOGY SOLUTIONS, LLC",47QTCA22D0093,555 COUNTY ROAD 33,,PRATTVILLE,AL,36067-7933,,(334) 819-5400,sjones@aspiretechnologysolution.com,http://www.aspirtechnolgysolution.com,"Jun 1, 2027","Jun 1, 2042",UQW5ZJEAF1E4,s,,,,,,dv,d,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA22D0093/47QTCA22D0093_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA22D0093&sin=54151ECOM&src=elib&app=cat
Information Technology , Electronic Commerce,MAS,54151ECOM ,"ASRC FEDERAL HIGHLAND TECHNOLOGY, INC.",47QTCA18D001A,7000 MUIRKIRK MEADOWS DR,STE 100,BELTSVILLE,MD,20705-6351,,571-418-9792,aabrams@asrcfederal.com,http://www.asrcfederal.com/highland-technology-mas/,"Nov 7, 2027","Nov 7, 2037",FNFFH474NHC8,s,,,,,,,d,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA18D001A/47QTCA18D001A_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA18D001A&sin=54151ECOM&src=elib&app=cat
Information Technology , Electronic Commerce,MAS,54151ECOM ,AT&T CORP.,47QTCA18D00JG,3033 CHAIN BRIDGE RD,,OAKTON,VA,22185-1000,,(571)595-8671,mf4389@att.com,http://www.att.com/gov,"Aug 27, 2023","Aug 27, 2038",MNALR8D818N7,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA18D00JG/47QTCA18D00JG_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA18D00JG&sin=54151ECOM&src=elib&app=cat
Information Technology , Electronic Commerce,MAS,54151ECOM ,AT&T MOBILITY LLC,47QTCA19D00MV,1025 LENOX PARK BLVD NE,,ATLANTA,GA,30319-5309,,3015640918,mb6790@att.com,http://https://www.business.att.com/industries/Portfolio/public-sector/,"Sep 26, 2024","Sep 26, 2039",P2S7GZFBCSJ1,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA19D00MV/47QTCA19D00MV_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA19D00MV&sin=54151ECOM&src=elib&app=cat
Information Technology , Electronic Commerce,MAS,54151ECOM ,AURIGO SOFTWARE TECHNOLOGIES INC.,GS-35F-206BA,12515 RESEARCH BLVD,BLDG 7 STE 300,AUSTIN,TX,78759-2251,,512-212-4999,gsa@aurigo.com,http://www.aurigo.com/,"Feb 5, 2024","Feb 5, 2034",WVK2WKS31Z45,s,,,,,,,,,,,Y,https://www.gsaadvantage.gov/ref_text/GS35F206BA/GS35F206BA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-206BA&sin=54151ECOM&src=elib&app=cat
Information Technology , Electronic Commerce,MAS,54151ECOM ,"AUTHX CONSULTING, LLC",47QRAA20D008U,101 W 7TH ST,,RICHMOND,VA,23224-2303,,866-682-6144,blewis@beauthentic.digital,http://beauthentic.digital,"Sep 3, 2025","Sep 3, 2040",HYZFBJJCHL91,s,,,,,v,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QRAA20D008U/47QRAA20D008U_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QRAA20D008U&sin=54151ECOM&src=elib&app=cat
Information Technology , Electronic Commerce,MAS,54151ECOM ,"AUTOMATIC SYNC TECHNOLOGIES, LLC",GS-35F-0220X,500 7TH AVENUE,,NEW YORK,NY,10018-4502,,7322848502,jp.son@verbit.ai,http://www.automaticsync.com,"Feb 8, 2026","Feb 8, 2031",Z5DVZLJL9HT1,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0220X/GS35F0220X_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0220X&sin=54151ECOM&src=elib&app=cat
Information Technology , Electronic Commerce,MAS,54151ECOM ,"AVAYA FEDERAL SOLUTIONS, INC.",GS-35F-0156V,12730 FAIR LAKES CIR,,FAIRFAX,VA,22033-4901,,(703) 376-2063,dingram@avaya.com,https://news.avaya.com/gov-gsa-schedule,"Jan 7, 2024","Jan 7, 2029",NML3JFNVEAW6,,o,,,,,,,,,Y,,https://www.gsaadvantage.gov/ref_text/GS35F0156V/GS35F0156V_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0156V&sin=54151ECOM&src=elib&app=cat
Information Technology , Electronic Commerce,MAS,54151ECOM ,"BLUE RIDGE NETWORKS, INC.",47QTCA22D00DB,14120 PARKE LONG CT,STE 103,CHANTILLY,VA,20151-1646,,703-631-7691,dwilson@blueridgenetworks.com,http://www.blueridgenetworks.com,"Sep 19, 2027","Sep 19, 2042",F54TMRP8AHJ8,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA22D00DB/47QTCA22D00DB_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA22D00DB&sin=54151ECOM&src=elib&app=cat
Information Technology , Electronic Commerce,MAS,54151ECOM ,"BLUE RIDGE NETWORKS, INC.",GS-35F-0678N,14120 PARKE LONG CT,STE 103,CHANTILLY,VA,20151-1646,,703-631-0700,dwilson@blueridgenetworks.com,http://www.blueridgenetworks.com,"Jun 5, 2023","Jun 5, 2023",F54TMRP8AHJ8,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0678N/GS35F0678N_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0678N&sin=54151ECOM&src=elib&app=cat
Information Technology , Electronic Commerce,MAS,54151ECOM ,BRIGHT PATTERN INC,47QTCA22D00CK,611 GATEWAY BLVD,STE 810,SOUTH SAN FRANCISCO,CA,94080-7029,,925-549-1134,jordan.scher@brightpattern.com,http://brightpattern.com,"Aug 24, 2027","Aug 24, 2042",J69ZVMK8MXP5,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA22D00CK/47QTCA22D00CK_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA22D00CK&sin=54151ECOM&src=elib&app=cat
Information Technology , Electronic Commerce,MAS,54151ECOM ,BROOKLYN WEB CENTER INC,47QTCA21D0082,542 E 3RD ST,,BROOKLYN,NY,11218-4506,,718 704 0607 X 101,INFO@BROOKLYNWEBCENTER.COM,http://www.brooklynwebcenter.com,"Apr 7, 2026","Apr 7, 2041",N19DDV8KJK55,s,,w,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA21D0082/47QTCA21D0082_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA21D0082&sin=54151ECOM&src=elib&app=cat
Information Technology , Electronic Commerce,MAS,54151ECOM ,BUILDING INTELLIGENCE INC.,GS-35F-065AA,"50 MAIN STREET, 10TH FLOOR",,WHITE PLAINS,NY,10606-1900,,1-877-353-3377 EXT 7,jeff@buildingintelligence.com,http://www.buildingintelligence.com,"Nov 12, 2027","Nov 12, 2032",WDKZJ64GJ351,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F065AA/GS35F065AA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-065AA&sin=54151ECOM&src=elib&app=cat
Information Technology , Electronic Commerce,MAS,54151ECOM ,BY LIGHT PROFESSIONAL IT SERVICES LLC,GS-35F-0308U,8484 WESTPARK DR STE 600,,MCLEAN,VA,22102-3590,,703-224-1000,gsapo@bylight.com,http://WWW.BYLIGHT.COM,"Mar 16, 2023","Mar 16, 2028",NKKQE6FG4C28,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0308U/GS35F0308U_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0308U&sin=54151ECOM&src=elib&app=cat
Information Technology , Electronic Commerce,MAS,54151ECOM ,"C SPEED, LLC",GS-35F-344CA,316 COMMERCE BLVD,,LIVERPOOL,NY,13088-4511,,315-453-1043 X262,astagnitta@cspeed.com,http://www.cspeed.coman,"May 28, 2025","May 28, 2035",T8R3SK9ESZJ1,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F344CA/GS35F344CA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-344CA&sin=54151ECOM&src=elib&app=cat
Information Technology , Electronic Commerce,MAS,54151ECOM ,CARAHSOFT TECHNOLOGY CORPORATION,47QSWA18D008F,11493 SUNSET HILLS RD,STE 100,RESTON,VA,20190-5230,,703-871-8500,contracts@carahsoft.com,http://www.carahsoft.com,"Aug 21, 2023","Aug 21, 2038",DT8KJHZXVJH5,,o,,,,,,,,,Y,,https://www.gsaadvantage.gov/ref_text/47QSWA18D008F/47QSWA18D008F_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QSWA18D008F&sin=54151ECOM&src=elib&app=cat
Information Technology , Electronic Commerce,MAS,54151ECOM ,CARAHSOFT TECHNOLOGY CORPORATION,GS-35F-0119Y,11493 SUNSET HILLS RD,STE 100,RESTON,VA,20190-5230,,(703) 871-8500,contracts@carahsoft.com,http://www.carahsoft.com,"Dec 19, 2026","Dec 19, 2031",DT8KJHZXVJH5,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0119Y/GS35F0119Y_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0119Y&sin=54151ECOM&src=elib&app=cat
Information Technology , Electronic Commerce,MAS,54151ECOM ,"CAVALIER TELEPHONE, L.L.C.",GS-35F-0326S,2134 W LABURNUM AVE,,RICHMOND,VA,23227-4342,,918-645-9842,WIN.Govt.Sales.Ops.Support@windstream.com,http://www.windstream.com,"Mar 29, 2026","Mar 29, 2026",J1ACL2JMJ7K5,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0326S/GS35F0326S_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0326S&sin=54151ECOM&src=elib&app=cat
Information Technology , Electronic Commerce,MAS,54151ECOM ,"CDO TECHNOLOGIES, INC.",47QTCA19D000H,5200 SPRINGFIELD ST STE 320,,DAYTON,OH,45431-1272,,937-258-0022,karen.rheinberger@cdotech.com,http:///www.cdotech.com,"Oct 8, 2023","Oct 8, 2038",XZPLFFXMV1K9,s,,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA19D000H/47QTCA19D000H_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA19D000H&sin=54151ECOM&src=elib&app=cat
Information Technology , Electronic Commerce,MAS,54151ECOM ,CGI FEDERAL INC.,GS-35F-281DA,12601 FAIR LAKES CIR,,FAIRFAX,VA,22033-4902,,7032274652,gsamas@cgifederal.com,http://https://www.cgi.com/us/en-us/federal,"Apr 21, 2026","Apr 21, 2036",TRKEP1HEBNS5,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F281DA/GS35F281DA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-281DA&sin=54151ECOM&src=elib&app=cat
