Large Category,Sub Category,Source,Category,Vendor,Contact #,Address 1,Address 2,City,State,Zip,Country,Phone,Email,URL,Current Option Period End Date,Ultimate Contract End Date,SAM UEI,"Socio-Economic Indicators 
 (only relative codes will appear for a contract)",,,,,,,,,,,,Contractor T&Cs/Pricelist,View Catalog
Information Technology , IT Solutions,MAS,561422 ,"CGS ADMINISTRATORS, LLC",GS-00F-246DA,26 CENTURY BLVD STE 610,,NASHVILLE,TN,37214-3683,,615-782-4532,shannon.happel@cgsadmin.com,http://www.cgsadmin.com,"Aug 2, 2026","Aug 2, 2036",LLNXG14PXPB3,,o,,,,,,,,,,,https://www.gsaadvantage.gov/ref_text/GS00F246DA/GS00F246DA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-00F-246DA&sin=561422&src=elib&app=cat
Information Technology , IT Solutions,MAS,561422 ,COGNOSANTE LLC,GS-35F-0201R,3110 FAIRVIEW PARK DR STE 800,,FALLS CHURCH,VA,22042-4552,,7032066128,Michael.Quinlan@cognosante.com,http://www.cognosante.com,"Dec 13, 2024","Dec 13, 2024",DKP2F2S75GG5,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0201R/GS35F0201R_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0201R&sin=561422&src=elib&app=cat
Information Technology , IT Solutions,MAS,561422 ,"COGNOSANTE MVH, LLC",47QTCA19D00AJ,3110 FAIRVIEW PARK DR STE 800,,FALLS CHURCH,VA,22042-4552,,7032066079,Contracts@Cognosante.com,http://www.cognosante.com,"Apr 23, 2024","Apr 23, 2039",XDDKMXTVJSN8,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA19D00AJ/47QTCA19D00AJ_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA19D00AJ&sin=561422&src=elib&app=cat
Information Technology , IT Solutions,MAS,561422 ,"COMMUNICATION SERVICE FOR THE DEAF, INC.",47QTCA23D000M,901 S MO PAC EXPY # 450,,AUSTIN,TX,78746-5776,,833-682-7630,legal@csd.org,http://www.csd.org,"Oct 18, 2027","Oct 18, 2042",FCENSA9TJKB6,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA23D000M/47QTCA23D000M_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA23D000M&sin=561422&src=elib&app=cat
Information Technology , IT Solutions,MAS,561422 ,"CONNECT CENTRIC, LLC",47QTCA20D006U,7686 RICHMOND HWY,STE 118,ALEXANDRIA,VA,22306-2800,,410-988-3966,jenna.reese@aeiintl.com,http://www.aeiintl.com,"Mar 2, 2025","Mar 2, 2040",RM8EKNMB6YB1,s,,w,wo,ew,,,d,,h,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA20D006U/47QTCA20D006U_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA20D006U&sin=561422&src=elib&app=cat
Information Technology , IT Solutions,MAS,561422 ,"CONVERGEONE GOVERNMENT SOLUTIONS, LLC",47QTCA22D000L,350 CLARK DR,STE 120,BUDD LAKE,NJ,07828-1394,,202.788.6079,JFriend@c1gov.com,http://www.c1gov.com,"Oct 7, 2026","Oct 7, 2041",FLLAXSJS5ZX4,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA22D000L/47QTCA22D000L_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA22D000L&sin=561422&src=elib&app=cat
Information Technology , IT Solutions,MAS,561422 ,DEBORGEM ENTERPRISES INCORPORATED,47QTCA19D00DT,500 LAFAYETTE BLVD,STE 210C,FREDERICKSBURG,VA,22401-6070,,5409989182,robert.johnnson@deborgem.com,http://https://www.deborgem.com,"Jun 21, 2024","Jun 21, 2039",CE21T7W3RGS5,s,,,,,,dv,d,,h,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA19D00DT/47QTCA19D00DT_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA19D00DT&sin=561422&src=elib&app=cat
Information Technology , IT Solutions,MAS,561422 ,DEDALUS HEALTHCARE NA LLC,47QTCA23D002R,616 E 63RD ST,STE 200F,KANSAS CITY,MO,64110-3371,,917-562-5847,msmith266@dedalus.com,http://www.dedalus.com,"Dec 15, 2027","Dec 15, 2042",C1EBV7LDG2S5,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA23D002R/47QTCA23D002R_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA23D002R&sin=561422&src=elib&app=cat
Information Technology , IT Solutions,MAS,561422 ,DELOITTE CONSULTING LLP,47QRAA18D001P,1919 N LYNN ST,,ARLINGTON,VA,22209-1742,,703-251-1143,usdeloittegsacontracts@deloitte.com,http://www.deloitte.com,"Nov 20, 2027","Nov 20, 2037",CKV2L9GZKJK3,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QRAA18D001P/47QRAA18D001P_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QRAA18D001P&sin=561422&src=elib&app=cat
Information Technology , IT Solutions,MAS,561422 ,"DIGITAL MANAGEMENT, LLC",47QTCA20D00AD,6550 ROCK SPRING DR FLR 7,,BETHESDA,MD,20817-1124,,240-284-0466,contracts@dminc.com,http://dminc.com,"May 18, 2025","May 18, 2040",EMACGJ3EEAT5,,o,,,,,,,,,Y,,https://www.gsaadvantage.gov/ref_text/47QTCA20D00AD/47QTCA20D00AD_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA20D00AD&sin=561422&src=elib&app=cat
Information Technology , IT Solutions,MAS,561422 ,"DISABLED VETERANS CALL CENTER, LLC",47QTCA20D00BM,2323 W 38TH ST,,ERIE,PA,16506-4503,,814-651-0722,JD@dvsbpo.com,http://www.disabledveteransolutions.com,"Jun 21, 2025","Jun 21, 2040",NPBFHLLHLBJ9,s,,,,,,dv,d,,,,Y,https://www.gsaadvantage.gov/ref_text/47QTCA20D00BM/47QTCA20D00BM_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA20D00BM&sin=561422&src=elib&app=cat
Information Technology , IT Solutions,MAS,561422 ,"EPSILON, INC.",GS-35F-0340Y,1 MONTICELLO VILLAGE DR,,WEAVERVILLE,NC,28787-8104,,828-398-5400,conracts@epsilon-inc.com,http://www.epsilon-inc.com,"Apr 11, 2027","Apr 11, 2032",JY5SWCCPG5L7,s,,,,,,dv,d,,,,Y,https://www.gsaadvantage.gov/ref_text/GS35F0340Y/GS35F0340Y_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0340Y&sin=561422&src=elib&app=cat
Information Technology , IT Solutions,MAS,561422 ,ETHOSIQ L.L.C.,47QTCA20D008X,12848 QUEENSBURY LN,STE 208,HOUSTON,TX,77024-4163,,281-630-0112,SCOTT.WALKER@ETHOSIQ.COM,http://WWW.ETHOSIQ.COM,"Apr 8, 2025","Apr 8, 2040",LAKJDXJ11TJ4,s,,,,,v,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA20D008X/47QTCA20D008X_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA20D008X&sin=561422&src=elib&app=cat
Information Technology , IT Solutions,MAS,561422 ,FILIUS CORPORATION,GS-35F-106DA,310 S 3RD ST,STE 201,SAN JOSE,CA,95112-3648,,703-825-8330,patty.jackson@filiuscorp.com,http://www.filiuscorp.com,"Dec 22, 2025","Dec 22, 2035",YRRJMXDJC1E3,s,,w,wo,,,,d,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F106DA/GS35F106DA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-106DA&sin=561422&src=elib&app=cat
Information Technology , IT Solutions,MAS,561422 ,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",GS-35F-393CA,3150 FAIRVIEW PARK DR STE 100,,FALLS CHURCH,VA,22042-4504,,703-995-3733,Irina.Safarcheva@gdit.com,http:///www.gdit.com,"Jun 25, 2025","Jun 25, 2035",SMNWM6HN79X5,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F393CA/GS35F393CA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-393CA&sin=561422&src=elib&app=cat
Information Technology , IT Solutions,MAS,561422 ,"GLOBAL TECHNOLOGY SOLUTIONS, LLC",47QTCA22D000A,1347 COLE LN,,UPLAND,CA,91784-8062,,7044565012,agarwal.ram@globo-tek.com,http://https://www.globo-tek.com,"Oct 4, 2026","Oct 4, 2041",H4MZGT7EUTJ7,s,,,,,,,d,,,Y,,https://www.gsaadvantage.gov/ref_text/47QTCA22D000A/47QTCA22D000A_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA22D000A&sin=561422&src=elib&app=cat
Information Technology , IT Solutions,MAS,561422 ,"GROUP O, INC.",47QRAA19D00AD,4905 77TH AVE E,,MILAN,IL,61264-3250,,309-736-8313,candy.wise@groupo.com,http://www.groupo.com,"Jul 17, 2024","Jul 17, 2039",JNFWGSJVNBQ5,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QRAA19D00AD/47QRAA19D00AD_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QRAA19D00AD&sin=561422&src=elib&app=cat
Information Technology , IT Solutions,MAS,561422 ,"ICF INCORPORATED, L.L.C.",GS-35F-328DA,9300 LEE HWY,,FAIRFAX,VA,22031-6050,,703-934-3632,ilene.gerber@icf.com,http://www.icf.com,"May 26, 2026","May 26, 2036",QHBLBNKKV4U3,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F328DA/GS35F328DA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-328DA&sin=561422&src=elib&app=cat
Information Technology , IT Solutions,MAS,561422 ,"INSPIRITEC, INC.",47QTCA19D00JG,340 N 12TH ST,STE 200,PHILADELPHIA,PA,19107-1103,,2154463141,fholbert@inspiritec.org,http://www.inspiritec.org,"Aug 20, 2024","Aug 20, 2039",C5LNXZBMHKL4,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA19D00JG/47QTCA19D00JG_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA19D00JG&sin=561422&src=elib&app=cat
Information Technology , IT Solutions,MAS,561422 ,INTEGRATIVE SCIENCES LLC,47QSMA20D08QQ,21 GEORGE STREET UNIT G03,,LOWELL,MA,01852-2249,,617-438-5635,kmdilwali@intsci.com,http://www.nowebsite.com,"Sep 3, 2025","Sep 3, 2040",WV9PDM6QLWN4,s,,w,wo,ew,,,d,8a,,,Y,https://www.gsaadvantage.gov/ref_text/47QSMA20D08QQ/47QSMA20D08QQ_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QSMA20D08QQ&sin=561422&src=elib&app=cat
Information Technology , IT Solutions,MAS,561422 ,"IQ SOLUTIONS, INC.",47QTCA19D00B7,6116 EXECUTIVE BLVD,SUITE 370,NORTH BETHESDA,MD,20852-4920,,301-984-1471,gsainfo@iqsolutions.com,www.iqsolutions.com,"May 2, 2024","May 2, 2039",HKS1BN6QXJ95,s,,w,wo,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA19D00B7/47QTCA19D00B7_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA19D00B7&sin=561422&src=elib&app=cat
Information Technology , IT Solutions,MAS,561422 ,"IQ SOLUTIONS, INC.",GS-00F-083CA,6116 EXECUTIVE BLVD,SUITE 370,NORTH BETHESDA,MD,20852-4920,,301-984-1471,gsainfo@iqsolutions.com,www.iqsolutions.com,"Mar 22, 2025","Mar 22, 2035",HKS1BN6QXJ95,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS00F083CA/GS00F083CA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-00F-083CA&sin=561422&src=elib&app=cat
Information Technology , IT Solutions,MAS,561422 ,ITCON SERVICES LLC,GS-35F-0545X,8150 LEESBURG PIKE STE 507,,VIENNA,VA,22182-2714,,202-660-1263,zhusain@itcon-inc.com,http://www.itcon-inc.com,"Aug 10, 2026","Aug 10, 2031",WTMSNFD6P9J3,s,,,,,,,d,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0545X/GS35F0545X_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0545X&sin=561422&src=elib&app=cat
Information Technology , IT Solutions,MAS,561422 ,"JBS INTERNATIONAL, INC.",47QRAA18D00AE,5515 SECURITY LN STE 800,,NORTH BETHESDA,MD,20852-5032,,(240) 645-4529,agardner@jbsinternational.com,http://www.jbsinternational.com,"Jun 5, 2023","Jun 5, 2038",NACNDU85S2Q2,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QRAA18D00AE/47QRAA18D00AE_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QRAA18D00AE&sin=561422&src=elib&app=cat
Information Technology , IT Solutions,MAS,561422 ,"KECH, INC.",47QTCA22D004F,965 S HIGHWAY 25 W,STE 11,WILLIAMSBURG,KY,40769-2636,,7046587595,chris.carpenter@kechco.com,http://www.kechco.com,"Feb 7, 2027","Feb 7, 2042",YJDXMH6KC6E5,s,,w,wo,ew,,,,,h,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA22D004F/47QTCA22D004F_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA22D004F&sin=561422&src=elib&app=cat
Information Technology , IT Solutions,MAS,561422 ,KORES LLC,47QTCA19D007Z,310 S 3RD ST,STE 201,SAN JOSE,CA,95112-3648,,240-401-6321,jeannette.bernardo@filiuscorp.com,http://www.koresllc.com,"Mar 21, 2024","Mar 21, 2039",GAQLP8ZE8H84,s,,w,wo,,,,d,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA19D007Z/47QTCA19D007Z_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA19D007Z&sin=561422&src=elib&app=cat
Information Technology , IT Solutions,MAS,561422 ,"LEIDOS, INC.",GS-35F-116AA,1750 PRESIDENTS ST,,RESTON,VA,20190-5661,,(571) 526-7085,GSAPMO@leidos.com,https://www.leidos.com/company/contract-vehicles,"Dec 12, 2027","Dec 12, 2032",JSTDGZNFP4A3,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F116AA/GS35F116AA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-116AA&sin=561422&src=elib&app=cat
Information Technology , IT Solutions,MAS,561422 ,"M. DAVIS AND COMPANY, INC.",47QRAA21D005Q,1015 CHESTNUT ST STE 317,,PHILADELPHIA,PA,19107,,(215) 790-8911,samantha@mdavisco.com,http://www.mdavisco.com,"May 16, 2026","May 16, 2041",QDKGCDAGKR67,s,,,,,,,d,,h,,Y,https://www.gsaadvantage.gov/ref_text/47QRAA21D005Q/47QRAA21D005Q_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QRAA21D005Q&sin=561422&src=elib&app=cat
Information Technology , IT Solutions,MAS,561422 ,"MAXIMUS FEDERAL SERVICES, INC.",GS-35F-685GA,3120 FAIRVIEW PARK DR STE 400,,FALLS CHURCH,VA,22042-4570,,7036383485,IDIQPMO@maximus.com,http://www.maximus.com/,"Mar 16, 2023","Sep 17, 2037",TREKW6J3QSF5,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F685GA/GS35F685GA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-685GA&sin=561422&src=elib&app=cat
Information Technology , IT Solutions,MAS,561422 ,MCI COMMUNICATIONS SERVICES INC,GS-35F-0382T,22001 LOUDOUN COUNTY PKWY,,ASHBURN,VA,20147-6122,,7034318352,ellen.lord@verizon.com,http://WWW.VERIZON.COM,"Apr 12, 2027","Apr 12, 2027",G41BFWVS2PD7,,o,,,,,,,,,Y,,https://www.gsaadvantage.gov/ref_text/GS35F0382T/GS35F0382T_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0382T&sin=561422&src=elib&app=cat
Information Technology , IT Solutions,MAS,561422 ,"NAVIENT B.P.O., LLC",47QTCA20D00ER,13865 SUNRISE VALLEY DR,,HERNDON,VA,20171-6187,,703-984-6669,BPOInfo@navient.com,http://www.navient.com,"Sep 8, 2025","Sep 8, 2040",M3NRN5ZZV6L3,,o,,,,,,,,,,Y,https://www.gsaadvantage.gov/ref_text/47QTCA20D00ER/47QTCA20D00ER_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA20D00ER&sin=561422&src=elib&app=cat
Information Technology , IT Solutions,MAS,561422 ,"NEWWAVE TELECOM AND TECHNOLOGIES, INC.",GS-35F-152AA,"6518 MEADOWRIDGE RD, STE 100",,ELKRIDGE,MD,21075,,410-450-4798,contracts1@newwave.io,http://www.newwave.io,"Jan 6, 2028","Jan 6, 2033",G9GRLUNKF3T4,,o,,,,,,,,,,Y,https://www.gsaadvantage.gov/ref_text/GS35F152AA/GS35F152AA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-152AA&sin=561422&src=elib&app=cat
Information Technology , IT Solutions,MAS,561422 ,NUAXIS LLC,GS-35F-0361T,8605 WESTWOOD CENTER DR,STE 300,VIENNA,VA,22182-2231,,703-481-7400,MAS@nuaxis.com,http://www.nuaxis.com,"Apr 1, 2027","Apr 1, 2027",HJP8JPSEC2G4,,o,,,,,,,,,Y,,https://www.gsaadvantage.gov/ref_text/GS35F0361T/GS35F0361T_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0361T&sin=561422&src=elib&app=cat
Information Technology , IT Solutions,MAS,561422 ,ORBLOGIC INC,47QTCA22D004Z,23393 SUMMERSTOWN PL,,STERLING,VA,20166-2176,,860-983-5704,garyhassan@orblogic.com,http://https://www.orblogic.com,"Feb 16, 2027","Feb 16, 2042",JJ2DQUDEMQ35,s,,,,,,,d,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA22D004Z/47QTCA22D004Z_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA22D004Z&sin=561422&src=elib&app=cat
Information Technology , IT Solutions,MAS,561422 ,"PALMETTO GBA, LLC",47QSMA20D08PV,17 TECHNOLOGY CIR,,COLUMBIA,SC,29203-9591,,803-763-5766,sarah.mott@palmettogba.com,http://www.palmettogba.com/,"Apr 6, 2025","Apr 6, 2040",CFLDECZBMDV6,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QSMA20D08PV/47QSMA20D08PV_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QSMA20D08PV&sin=561422&src=elib&app=cat
Information Technology , IT Solutions,MAS,561422 ,"PEARL INTERACTIVE NETWORK, INC.",47QTCA21D001A,1103 SCHROCK RD STE 109,,COLUMBUS,OH,43229-1177,,6142582943,busdev@pinsourcing.com,http://www.pinsourcing.com,"Nov 1, 2025","Nov 1, 2040",FQKFHNVVTBN3,s,,w,wo,,,,,,h,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA21D001A/47QTCA21D001A_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA21D001A&sin=561422&src=elib&app=cat
Information Technology , IT Solutions,MAS,561422 ,PERSPECTA ENTERPRISE SOLUTIONS LLC,GS-35F-146DA,15050 CONFERENCE CENTER DR,,CHANTILLY,VA,20151-3857,,571/521-7729,kera.pitt@perspecta.com,http://perspecta.com/,"Jan 25, 2026","Jan 25, 2036",MBSRAWAQ9559,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F146DA/GS35F146DA_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-146DA&sin=561422&src=elib&app=cat
Information Technology , IT Solutions,MAS,561422 ,POSITIVEPSYCHE.BIZ CORP,47QTCA19D00A4,1800 WASHINGTON BLVD STE 812,,BALTIMORE,MD,21230-1701,,540-446-3164,rick@positivepsyche.com,http://www.positivepsyche.biz,"Apr 15, 2024","Apr 15, 2039",RN5AR8QY6J33,s,,,,,,,d,8a,h,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA19D00A4/47QTCA19D00A4_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA19D00A4&sin=561422&src=elib&app=cat
Information Technology , IT Solutions,MAS,561422 ,"PROVIDENCIA GROUP, LLC, THE",47QSWA20D001D,19775 BELMONT EXECUTIVE PLZ STE,,ASHBURN,VA,20147-7607,,571-223-4545,GlennL@theprovidenciagroup.com,http://www.theprovidenciagroup.com,"Nov 13, 2024","Nov 13, 2039",J351QRK6L4J1,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/47QSWA20D001D/47QSWA20D001D_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QSWA20D001D&sin=561422&src=elib&app=cat
Information Technology , IT Solutions,MAS,561422 ,"SALIENT FEDERAL-SGIS, INC.",GS-35F-0609S,8255 GREENSBORO DR STE 400,,MCLEAN,VA,22102-4944,,703-891-8356,Barbara.Ivory@salientcrgt.com,http://www.salientccrgt.com,"Aug 30, 2026","Aug 30, 2026",XSYKRJ8LK9B6,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0609S/GS35F0609S_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0609S&sin=561422&src=elib&app=cat
Information Technology , IT Solutions,MAS,561422 ,"SAVILINX, LLC",47QTCA20D0009,74 ORION ST STE 2 UNIT 300,,BRUNSWICK,ME,04011-5031,,(207) 607-4433,hblease@savilinx.com,http://https://savilinx.com,"Sep 30, 2024","Sep 30, 2039",SGBEAL2G16R6,s,,w,wo,ew,,,d,,h,Y,Y,https://www.gsaadvantage.gov/ref_text/47QTCA20D0009/47QTCA20D0009_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=47QTCA20D0009&sin=561422&src=elib&app=cat
Information Technology , IT Solutions,MAS,561422 ,"SENTURE, LLC",GS-35F-0623R,460 INDUSTRIAL BLVD,,LONDON,KY,40741-7285,,606-877-6670,kathryn.ravelo@senture.com,http://www.senture.com,"May 30, 2025","May 30, 2025",GC51JCDRQP95,,o,,,,,,,,,Y,Y,https://www.gsaadvantage.gov/ref_text/GS35F0623R/GS35F0623R_online.htm,https://www.gsaelibrary.gsa.gov/ElibMain/advRedirect.do?contract=GS-35F-0623R&sin=561422&src=elib&app=cat
